name,desc,sap_cos,coder_cos,svd_cos,old_cos,selected_by,gpt4
PheCode:250.1,type 1 diabetes,0.9999995827674866,1.0000003576278689,0.9999996423721312,1.0000001192092896,sap&coder&svd&old,1.0
PheCode:250,diabetes mellitus,0.9630770087242126,0.8138217926025391,0.704909086227417,0.910191297531128,sap&coder&svd&old,0.75
LOINC:LP30832-7,Diabetes status,0.957656741142273,0.7748931050300598,0.0006243234383873,-0.0033966947812587,sap&coder,0.75
PheCode:250.14,type 1 diabetes with neurological manifestations,0.9570522308349608,0.7434641718864441,0.8577165007591248,0.9204649329185486,sap&coder&svd&old,1.0
PheCode:250.12,type 1 diabetes with renal manifestations,0.9480414986610411,0.7517945170402527,0.7346387505531311,0.9076765179634094,sap&coder&svd&old,1.0
RXNORM:4850,glucose,0.9460684657096864,0.7065346240997314,0.2358962893486023,0.1361647993326187,sap&coder&svd,0.75
ShortName:Glucose,glucose,0.9460684657096864,0.7065346240997314,0.0287058409303426,0.0856512561440467,sap&coder,0.75
LOCAL|LAB:GLUCOSE,glucose,0.9460684657096864,0.7065346240997314,-0.0172207914292812,0.1079331114888191,sap&coder,0.75
LOINC:LP14635-4,Glucose,0.9460684657096864,0.7065346240997314,0.1361759752035141,0.2170640975236892,sap,0.75
RXNORM:222163,DIABETISOURCE,0.9437586069107056,0.7532364130020142,0.017853332683444,-0.0660827308893203,sap&coder,0.0
PheCode:250.15,diabetes type 1 with peripheral circulatory disorders,0.9419442415237428,0.7217919230461121,0.7078697085380554,0.8870605826377869,sap&coder&svd&old,1.0
LOINC:LP14676-8,Insulin,0.9419013261795044,0.6900046467781067,0.200752779841423,0.1999021619558334,sap&coder&svd,0.9
PheCode:250.2,type 2 diabetes,0.940833866596222,0.8610614538192749,0.5888382196426392,0.8008283972740173,sap&coder&svd&old,0.0
LOCAL|LAB:INSULIN COVERAGE GLUCOSE,insulin coverage glucose,0.93979012966156,0.736083984375,0.0308694690465927,0.0338127501308918,sap&coder,0.85
PheCode:251.1,hypoglycemia,0.9389037489891052,0.7237531542778015,0.4525266587734222,0.4403844773769378,sap&coder&svd&old,0.75
