name,desc,sap_cos,coder_cos,svd_cos,old_cos,new1_cos,new2_cos,selected_by,GPT3.5_TRUE,GPT3.5_FALSE,COMMON,gpt3.5,gpt4
CCS:183,routine chest x-ray,0.8418822288513184,0.6651933193206787,0.1185005977749824,0.3680844604969024,0.3756367862224579,0.3844267725944519,svd,False,True,False,0,0.3
CCS:193,diagnostic ultrasound of heart (echocardiogram),0.8563361167907715,0.6870014071464539,0.105354867875576,0.4355422556400299,0.6471822261810303,0.6432698369026184,svd,False,True,False,0,0.75
CCS:201,cardiac stress tests,0.8702648878097534,0.7547104954719543,0.0783624351024627,0.4985566735267639,0.5557825565338135,0.5684912204742432,coder,False,False,False,0,0.5
CCS:225,conversion of cardiac rhythm,0.8725031614303589,0.7821210622787476,0.0237027071416378,0.4455282986164093,0.6749330759048462,0.666901171207428,coder,False,True,False,0,0.3
CCS:236,home health services,0.8817114233970642,0.665182888507843,0.0607594586908817,0.304673284292221,0.2203136980533599,0.2204100787639618,sap,False,False,False,0,0.2
CCS:43,heart valve procedures,0.88328617811203,0.7048954963684082,0.0668990090489387,0.4060932695865631,0.5724282264709473,0.5763717889785767,sap,False,False,False,0,0.6
CCS:44,coronary artery bypass graft (cabg),0.8424161672592163,0.6826961636543274,0.0473571270704269,0.5456445813179016,0.6748496890068054,0.6796969771385193,old,False,False,False,0,0.5
CCS:45,percutaneous transluminal coronary angioplasty (ptca),0.8062438368797302,0.6636732220649719,0.0483285300433635,0.567293107509613,0.6397446393966675,0.6331781148910522,old,False,False,False,0,0.5
CCS:48,"insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator",0.5775738954544067,0.6959296464920044,0.1099709644913673,0.3911533951759338,0.6074506044387817,0.605160117149353,svd,False,True,False,0,0.75
CCS:49,other or heart procedures,0.8934379816055298,0.7028772234916687,0.0592945478856563,0.4408847391605377,0.6197468042373657,0.6191359162330627,sap,False,True,False,0,0.5
CCS:54,"other vascular catheterization, not heart",0.8909074068069458,0.6439518332481384,0.0307227410376071,0.3437162041664123,0.3358749151229858,0.3543320298194885,sap,False,False,False,0,0.1
CCS:58,hemodialysis,0.8776149153709412,0.7023543119430542,0.0421063676476478,0.4920752346515655,0.5144079327583313,0.5377713441848755,sap,False,False,False,0,0.25
CCS:62,other diagnostic cardiovascular procedures,0.8905355930328369,0.6385523676872253,0.0398500375449657,0.3545626103878021,0.3064126670360565,0.3105654418468475,sap,False,True,False,0,0.5
CCS:63,other non-or therapeutic cardiovascular procedures,0.8812358975410461,0.6649987697601318,0.027848407626152,0.2846428155899048,0.3414087295532226,0.348119169473648,sap,False,False,False,0,0.5
LOINC:10535-3,Digoxin,0.8461943864822388,0.6350556015968323,0.194434717297554,0.4913713335990906,0.7183253169059753,0.7216038107872009,svd&new1&new2,False,False,False,0,0.75
LOINC:10839-9,Troponin I.cardiac,0.8116965889930725,0.6519789099693298,0.1170944720506668,0.2459871619939804,0.2769144773483276,0.2696022093296051,svd,False,False,False,0,0.5
LOINC:11153-4,Hematocrit,0.8799813389778137,0.705018937587738,0.025647759437561,0.2280134409666061,0.2399771511554718,0.2407543808221817,sap,False,False,False,0,0.2
LOINC:11554-3,Deprecated Magnesium SerPl-sCnc,0.6917615532875061,0.6329512596130371,0.2072602659463882,0.3489966690540313,0.3456510901451111,0.3538870215415954,svd,False,False,False,0,0.1
LOINC:13508-7,Hematocrit,0.8799813389778137,0.705018937587738,-0.007294600829482,0.3121167123317718,0.2827707231044769,0.2881267964839935,sap,False,False,False,0,0.2
LOINC:14286-9,Carnitine free (C0),0.8419715166091919,0.7502841949462891,-0.0478324145078659,0.2617001235485077,0.2507488429546356,0.2483629584312439,coder,False,False,False,0,0.0
LOINC:2216-0,DOPamine,0.8139641880989075,0.608876645565033,0.0036709227133542,0.5507441163063049,0.6818374991416931,0.6824327111244202,old&new1,False,False,False,0,0.0
LOINC:2230-1,EPINEPHrine,0.8339513540267944,0.600553035736084,-0.0054435334168374,0.5554191470146179,0.6775755882263184,0.680945873260498,old,False,False,False,0,0.1
LOINC:30934-4,Natriuretic peptide B,0.8417470455169678,0.5948240756988525,0.1814571470022201,0.2566588222980499,0.2716626524925232,0.2667766511440277,svd,False,False,False,0,0.75
LOINC:33914-3,Predicted Glomerular filtration rate,0.8323306441307068,0.6442471146583557,0.1106680706143379,0.226772740483284,0.2350783348083496,0.2388211190700531,svd,False,False,False,0,0.2
LOINC:3834-9,N-acetylprocainamide,0.7901278138160706,0.541265606880188,0.1052953451871872,0.2534962296485901,0.2753991186618805,0.2714793980121612,svd,False,False,False,0,0.0
LOINC:3982-6,Procainamide,0.8092516660690308,0.6231821775436401,0.0938530713319778,0.5171583890914917,0.6920835375785828,0.6856946349143982,new1&new2,False,False,False,0,0.0
LOINC:3983-4,Procainamide+N-acetylprocainamide,0.7056847214698792,0.5950626730918884,0.105140596628189,0.2332740426063537,0.2733794152736664,0.2684546709060669,svd,False,False,False,0,0.0
LOINC:4544-3,Hematocrit,0.8799813389778137,0.705018937587738,0.0324502028524875,0.3515292704105377,0.3001116216182709,0.3024372458457947,sap,False,False,False,0,0.2
LOINC:4545-0,Hematocrit,0.8799813389778137,0.705018937587738,0.0500811152160167,0.3413983881473541,0.3135126233100891,0.3154554963111877,sap,False,False,False,0,0.2
LOINC:5898-2,Deprecated aPTT Plas Qn,0.7857794165611267,0.5971117615699768,0.1507360935211181,0.2022797763347625,0.1897128820419311,0.192029982805252,svd,False,False,False,0,0.0
LOINC:5902-2,Prothrombin time (PT),0.7829333543777466,0.6027883887290955,0.1153758987784385,0.2265559732913971,0.2580464482307434,0.2506068348884582,svd,False,False,False,0,0.1
LOINC:6301-6,INR,0.8184158802032471,0.6027097105979919,0.1130095645785331,0.2167319506406784,0.2114032357931137,0.2096961140632629,svd,False,False,False,0,0.25
LOINC:6773-6,Deprecated CK MB SerPl EIA-cCnc,0.6899937391281128,0.7110907435417175,0.1381016820669174,0.2907896637916565,0.2878718376159668,0.2893318831920624,svd,False,False,False,0,0.2
LOINC:801-1,Sickle cells,0.7862380743026733,0.7359552383422852,-0.0051939296536147,0.2982010245323181,0.2852351665496826,0.2952545583248138,coder,False,False,False,0,0.1
LOINC:X1166-8,crp (mg/l) (group:crpt),0.7104058861732483,0.736110508441925,-0.0222817566245794,0.1529687941074371,0.1235479265451431,0.1287658512592315,coder,False,False,False,0,0.2
PheCode:276.5,hypovolemia,0.8832299113273621,0.7258027791976929,0.0575016699731349,0.4818840622901916,0.4751345217227936,0.4886161088943481,sap,False,False,False,0,0.2
PheCode:338.2,chronic pain,0.8307772874832153,0.7315620183944702,-0.0164314564317464,0.38802370429039,0.3033690452575683,0.3014743626117706,coder,False,False,False,0,0.1
PheCode:355,complex regional/central pain syndrome,0.7976858615875244,0.7436613440513611,-0.027663554996252,0.3908294141292572,0.3468632996082306,0.3484368324279785,coder,False,False,False,0,0.0
PheCode:355.1,chronic pain syndrome,0.8220840692520142,0.7363950610160828,-0.0225664880126714,0.3276642262935638,0.2662211954593658,0.2661149203777313,coder,False,False,False,0,0.1
PheCode:394,rheumatic disease of the heart valves,0.8685032725334167,0.7244320511817932,0.1025416925549507,0.5203601717948914,0.770527720451355,0.7670159935951233,svd&new1&new2,False,False,True,0,0.5
PheCode:394.1,mitral valve stenosis and aortic valve stenosis,0.8148165345191956,0.632011353969574,0.0945392176508903,0.4743864834308624,0.7157648205757141,0.71052086353302,new1&new2,False,False,True,0,0.75
PheCode:394.7,disease of tricuspid valve,0.8495961427688599,0.6811484694480896,0.1036998778581619,0.5307582020759583,0.7741444706916809,0.7744760513305664,svd&old&new1&new2,False,False,True,0,0.6
PheCode:395,heart valve disorders,0.8932384252548218,0.7351408004760742,0.0922660827636718,0.5236847996711731,0.7635337114334106,0.7630751132965088,sap&coder&new1&new2,False,False,True,0,0.6
PheCode:395.1,nonrheumatic mitral valve disorders,0.8314601182937622,0.6653023362159729,0.1128670647740364,0.5289213061332703,0.7720488905906677,0.7686872482299805,svd&old&new1&new2,False,False,True,0,0.5
PheCode:395.2,nonrheumatic aortic valve disorders,0.824857234954834,0.6241000890731812,0.0659510418772697,0.5308493971824646,0.7445112466812134,0.7422927618026733,old&new1&new2,False,True,False,0,0.5
PheCode:395.6,heart valve replaced,0.8633155822753906,0.736976683139801,0.0927967280149459,0.4986165165901184,0.7492930889129639,0.7437928318977356,coder&new1&new2,False,True,False,0,0.5
PheCode:401,hypertension,0.8821009397506714,0.7117152214050293,0.039815753698349,0.4014491140842438,0.3946083486080169,0.4614352285861969,sap,True,False,False,0,0.5
PheCode:401.1,essential hypertension,0.8736911416053772,0.6768078207969666,0.021357761695981,0.5453612208366394,0.6206388473510742,0.6417089700698853,old,False,False,False,0,0.3
PheCode:401.2,hypertensive heart and/or renal disease,0.9025254845619202,0.7419231534004211,0.0516583435237407,0.5120103359222412,0.5726402401924133,0.6074695587158203,sap&coder,True,False,False,0,0.75
PheCode:401.21,hypertensive heart disease,0.9114166498184204,0.7811015248298645,0.0642826780676841,0.5653921961784363,0.818411111831665,0.8222643733024597,sap&coder&old&new1&new2,True,False,False,0,0.75
PheCode:411,ischemic heart disease,0.8970838785171509,0.775597333908081,0.0806860029697418,0.565809965133667,0.7395268082618713,0.7338546514511108,sap&coder&old&new1&new2,False,False,True,0,0.75
PheCode:411.2,myocardial infarction,0.8729069232940674,0.7497096657752991,0.0958596393465995,0.6134713888168335,0.7606605291366577,0.7526944875717163,coder&old&new1&new2,False,False,True,0,0.75
PheCode:411.3,angina pectoris,0.8777355551719666,0.7966820597648621,0.0275101996958255,0.5972645282745361,0.7230088710784912,0.7167824506759644,sap&coder&old&new1&new2,False,False,False,0,0.4
PheCode:411.4,coronary atherosclerosis,0.8556481599807739,0.6877453923225403,0.0684619396924972,0.581073522567749,0.7521687150001526,0.7384490370750427,old&new1&new2,False,False,True,0,0.75
PheCode:411.8,"other chronic ischemic heart disease, unspecified",0.8725740909576416,0.7417165040969849,0.0954813361167907,0.5889278650283813,0.7792741656303406,0.7749555110931396,coder&old&new1&new2,False,False,True,0,0.75
PheCode:414,other forms of chronic heart disease,0.9047636985778807,0.7748635411262512,0.0386985503137111,0.5750867128372192,0.7285082936286926,0.7461198568344116,sap&coder&old&new1&new2,False,False,False,0,0.75
PheCode:414.2,ascvd,0.8664166331291199,0.690090000629425,0.0514817312359809,0.4882819056510925,0.6826591491699219,0.6879371404647827,new1&new2,False,False,False,0,0.75
PheCode:415,pulmonary heart disease,0.8900378942489624,0.7057248950004578,0.0581958033144474,0.5213379263877869,0.6355444192886353,0.6576945185661316,sap,False,False,False,0,0.6
PheCode:415.1,acute pulmonary heart disease,0.8870964050292969,0.7464322447776794,0.033837366849184,0.4552277326583862,0.5258473753929138,0.5321526527404785,sap&coder,False,False,False,0,0.6
PheCode:416,cardiomegaly,0.898546576499939,0.790741503238678,0.1133167594671249,0.6215423941612244,0.8195136785507202,0.8201058506965637,sap&coder&svd&old&new1&new2,False,False,True,0,0.7
PheCode:418,nonspecific chest pain,0.8409572839736938,0.7469654679298401,0.0733840391039848,0.5390516519546509,0.6187927722930908,0.6208526492118835,coder&old,False,False,False,0,0.3
PheCode:426,cardiac conduction disorders,0.8865677714347839,0.7328200936317444,0.0742643326520919,0.5680128335952759,0.7959339022636414,0.7883105874061584,sap&coder&old&new1&new2,False,False,True,0,0.5
PheCode:426.2,atrioventricular [av] block,0.8361532092094421,0.7322683334350586,0.0509828850626945,0.5018740296363831,0.7219425439834595,0.7176122665405273,coder&new1&new2,False,True,False,0,0.25
PheCode:426.7,abnormal electrocardiogram [ecg] [ekg],0.8049086332321167,0.7226343750953674,0.0838741734623909,0.5590601563453674,0.7287269234657288,0.7337615489959717,old&new1&new2,False,False,False,0,0.5
PheCode:427,cardiac dysrhythmias,0.9011869430541992,0.764481246471405,0.0831709653139114,0.5174580812454224,0.7708362340927124,0.7605471611022949,sap&coder&new1&new2,False,False,True,0,0.5
PheCode:427.1,"paroxysmal tachycardia, unspecified",0.8560742735862732,0.6624450087547302,0.1031775325536727,0.5258044600486755,0.7552233934402466,0.749001145362854,svd&new1&new2,False,True,False,0,0.5
PheCode:427.11,paroxysmal supraventricular tachycardia,0.8179745674133301,0.6520881652832031,0.034366950392723,0.5298603177070618,0.7340240478515625,0.7262046933174133,old&new1&new2,False,False,False,0,0.35
