name,desc,sap_cos,coder_cos,svd_cos,old_cos,new1_cos,new2_cos,selected_by,GPT3.5_TRUE,GPT3.5_FALSE,COMMON,gpt3.5,gpt4
CCS:149,arthroscopy,0.9621908664703368,0.6719645261764526,0.1335403174161911,0.4818850457668304,0.3912014365196228,0.4101888537406921,sap,False,False,False,0,0.5
CCS:155,arthrocentesis,0.956432282924652,0.7327398657798767,0.3709888458251953,0.5834848284721375,0.498318076133728,0.5167561173439026,sap&svd,False,True,False,0,0.75
CCS:211,therapeutic radiology,0.9443787336349488,0.75328129529953,0.0997935608029365,0.5843363404273987,0.4840962290763855,0.4864513278007507,coder,False,False,False,0,0.3
LOINC:11039-5,C reactive protein,0.9371500015258788,0.7718615531921387,0.3317958116531372,0.3638210296630859,0.4200254678726196,0.4084564447402954,coder&svd,False,False,False,0,0.75
LOINC:13634-1,Rheumatoid factor,0.9743689894676208,0.8724453449249268,0.1126626208424568,0.3244832158088684,0.3768518567085266,0.3659031987190246,sap&coder,False,False,False,0,0.75
LOINC:13930-3,Rheumatoid factor,0.9743689894676208,0.8724453449249268,0.1589751988649368,0.3041501641273498,0.3642217814922333,0.3651146590709686,sap&coder,False,False,False,0,1.0
LOINC:14836-1,Methotrexate,0.926240622997284,0.5243459939956665,0.0260767582803964,0.6053024530410767,0.6055685877799988,0.6406393647193909,new1&new2,False,False,False,0,0.75
LOINC:14978-1,cycloSPORINE,0.919620931148529,0.6222223043441772,-0.0040732799097895,0.6777735352516174,0.6453614234924316,0.6473410725593567,old&new1&new2,False,False,False,0,0.5
LOINC:15204-1,Rheumatoid factor,0.9743689894676208,0.8724453449249268,0.1381769925355911,0.3153806328773498,0.3765018284320831,0.3676531314849853,sap&coder,False,False,False,0,0.9
LOINC:15205-8,Rheumatoid factor,0.9743689894676208,0.8724453449249268,0.2133485078811645,0.3437900245189667,0.3988072574138641,0.3951932787895202,sap&coder,False,False,False,0,0.75
LOINC:17521-6,Reticulin Ab,0.9510842561721802,0.7422875761985779,0.0147085189819335,0.203898623585701,0.2549344301223755,0.2494317889213562,sap,False,False,False,0,0.2
LOINC:20507-0,Reagin Ab,0.9558388590812684,0.762246310710907,0.0033535696566104,0.2474105209112167,0.2769509255886078,0.2694307565689087,sap&coder,False,False,False,0,0.1
LOINC:20508-8,Reagin Ab,0.9558388590812684,0.762246310710907,-0.0185671765357255,0.2247689813375473,0.2741896212100982,0.2685825526714325,sap&coder,False,False,False,0,0.75
LOINC:20637-5,Arginine,0.949397623538971,0.6564109325408936,-0.0365121327340602,0.4145578742027282,0.3582674264907837,0.3644259870052337,sap,False,False,False,0,0.1
LOINC:26707-0,Aluminum,0.9462891221046448,0.5826003551483154,0.0131870610639452,0.2061434835195541,0.2418645173311233,0.2336322218179702,sap,False,False,False,0,0.0
LOINC:30522-7,C reactive protein,0.9371500015258788,0.7718615531921387,0.2316133081912994,0.3285067677497864,0.3597549796104431,0.3583646416664123,coder&svd,False,False,False,0,0.75
LOINC:32218-0,Cyclic citrullinated peptide Ab,0.9362215995788574,0.6362108588218689,0.2972469925880432,0.3261339068412781,0.351999282836914,0.3509240746498108,svd,False,False,False,0,0.9
LOINC:33935-8,Cyclic Citrullinated Peptide IgG,0.9175212383270264,0.6341826319694519,0.260443776845932,0.3293218612670898,0.3535472750663757,0.3576191961765289,svd,False,False,False,0,0.85
LOINC:35614-7,Ibuprofen,0.9197369813919068,0.5688895583152771,0.0149998990818858,0.7527989149093628,0.6224111914634705,0.6321637630462646,old&new1&new2,False,False,False,0,0.75
LOINC:38459-4,Crystals,0.946759045124054,0.6775649189949036,0.0336495451629161,0.3207741975784302,0.3290227651596069,0.3190490901470184,sap,False,False,False,0,0.2
LOINC:39803-2,inFLIXimab,0.941369891166687,0.6454164385795593,0.1253181844949722,0.706118643283844,0.6510668992996216,0.6526415944099426,old&new1&new2,False,False,False,0,0.75
LOINC:42177-6,Fc epsilon RI Ab,0.9463666677474976,0.6637251377105713,0.0043693659827113,0.2322052270174026,0.2786794900894165,0.2709555029869079,sap,False,False,False,0,0.1
LOINC:4537-7,Erythrocyte sedimentation rate,0.9212228655815125,0.758415937423706,0.3054551482200622,0.4426034390926361,0.4033106565475464,0.3999503254890442,coder&svd,False,False,False,0,0.75
LOINC:50670-9,Erythrocyte agglutination,0.9469491839408876,0.6930229067802429,0.0406938381493091,0.309915691614151,0.3509011566638946,0.3471357524394989,sap,False,False,False,0,0.2
LOINC:5289-4,Reagin Ab,0.9558388590812684,0.762246310710907,0.0122840711846947,0.2826417982578277,0.2715368866920471,0.2761789858341217,sap&coder,False,False,False,0,0.0
LOINC:5781-0,Crystals,0.946759045124054,0.6775649189949036,0.2163378745317459,0.3882231116294861,0.3881579339504242,0.3866261541843414,sap,False,False,False,0,0.1
LOINC:7791-7,Dacrocytes,0.9524757266044616,0.6706107258796692,0.0168834868818521,0.2509923279285431,0.2341730743646621,0.2351811081171035,sap,False,False,False,0,0.0
LOINC:7797-4,Rouleaux,0.93461275100708,0.752195417881012,0.0680744051933288,0.2973446846008301,0.3622879981994629,0.3506320416927337,coder,False,False,False,0,0.2
LOINC:9404-5,Adenosine deaminase,0.9483690857887268,0.5911272764205933,0.1053812578320503,0.2531191408634186,0.2986066937446594,0.3018228411674499,sap,False,False,False,0,0.1
LOINC:X1166-8,crp (mg/l) (group:crpt),0.753200113773346,0.769540548324585,0.2167065292596817,0.2817066013813019,0.2850353121757507,0.2798793315887451,coder,False,False,False,0,0.75
PheCode:274.11,gouty arthropathy,0.8910365104675293,0.8311952948570251,0.1782792955636978,0.6839074492454529,0.5928440093994141,0.596240222454071,coder&old&new1,False,False,False,0,0.0
PheCode:279.7,other immunological findings,0.923264741897583,0.6533503532409668,0.1930076777935028,0.7307506799697876,0.4958629906177521,0.5038784742355347,old,False,False,False,0,0.5
PheCode:324,other cns infection and poliomyelitis,0.7987625002861023,0.6093069314956665,0.1081311926245689,0.6684736609458923,0.509450376033783,0.5161149501800537,old,False,False,False,0,0.0
