name,desc,sap_cos,sap_LP_cos,coder_cos,coder_LP_cos,svd_cos,old_cos,old_LP_cos,new_cos,new_LP_cos,selected_by,gpt4
PheCode:250.1,type 1 diabetes,0.9999995827674866,0.9999996423721312,1.0000003576278689,0.9999998211860656,0.9999991059303284,1.0000003576278689,1.000002145767212,0.9999998211860656,0.9999995231628418,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
PheCode:250,diabetes mellitus,0.9630770087242126,0.9630767107009888,0.8138217926025391,0.8138217926025391,0.5497224926948547,0.8543076515197754,0.8540396690368652,0.8605856895446777,0.8447317481040955,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.75
LOINC:LP30832-7,Diabetes status,0.957656741142273,0.9576571583747864,0.7748931050300598,0.7748932242393494,0.0061261164955794,0.2354753166437149,0.2985121011734009,0.221499815583229,0.1848211139440536,sap&coder,0.75
PheCode:250.14,type 1 diabetes with neurological manifestations,0.9570522308349608,0.9570522904396056,0.7434641718864441,0.7434642314910889,0.730819821357727,0.8703088760375977,0.8667614459991455,0.8831823468208313,0.8711451888084412,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
PheCode:250.12,type 1 diabetes with renal manifestations,0.9480414986610411,0.9480417370796204,0.7517945170402527,0.7517945766448975,0.653195321559906,0.8573402166366577,0.8541691899299622,0.8643945455551147,0.8501169681549072,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
RXNORM:4850,glucose,0.9460684657096864,0.9460688233375548,0.7065346240997314,0.7065345644950867,0.2017674893140792,0.3541658818721771,0.3473809361457824,0.3061348795890808,0.2626403868198395,sap&sap_LP&coder&coder_LP&svd,0.75
ShortName:Glucose,glucose,0.9460684657096864,0.9460688233375548,0.7065346240997314,0.7065345644950867,0.0448759347200393,0.2942095100879669,0.3007378578186035,0.2712733447551727,0.189079463481903,sap&sap_LP&coder&coder_LP,0.75
LOCAL|LAB:GLUCOSE,glucose,0.9460684657096864,0.9460688233375548,0.7065346240997314,0.7065345644950867,-0.0049161622300744,0.3634005486965179,0.3684351146221161,0.3304109871387481,0.2393782585859298,sap&sap_LP&coder&coder_LP,0.75
LOINC:LP14635-4,Glucose,0.9460684657096864,0.9460688233375548,0.7065346240997314,0.7065345644950867,0.1244228556752204,0.424375057220459,0.4316380023956299,0.4343811869621277,0.3416775166988373,sap,0.75
RXNORM:222163,DIABETISOURCE,0.9437586069107056,0.9437589049339294,0.7532364130020142,0.753235936164856,0.0239933989942073,0.2066358476877212,0.2279104739427566,0.2306145280599594,0.1891229599714279,sap&sap_LP&coder&coder_LP,0.0
PheCode:250.15,diabetes type 1 with peripheral circulatory disorders,0.9419442415237428,0.9419444799423218,0.7217919230461121,0.7217920422554016,0.5720145106315613,0.8474863767623901,0.8397200703620911,0.8570997714996338,0.847671389579773,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
LOINC:LP14676-8,Insulin,0.9419013261795044,0.9419015645980836,0.6900046467781067,0.6900046467781067,0.1232582703232765,0.3699490129947662,0.3575758635997772,0.3465746641159057,0.2651958167552948,sap&coder,0.9
PheCode:250.2,type 2 diabetes,0.940833866596222,0.940835177898407,0.8610614538192749,0.8610617518424988,0.4271799325942993,0.7846757173538208,0.7855538129806519,0.8141692876815796,0.7903698682785034,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.0
LOCAL|LAB:INSULIN COVERAGE GLUCOSE,insulin coverage glucose,0.93979012966156,0.939789891242981,0.736083984375,0.7360842823982239,0.033106118440628,0.2622288763523102,0.2476305216550827,0.3002969920635223,0.2435653358697891,sap&sap_LP&coder&coder_LP,0.85
PheCode:251.1,hypoglycemia,0.9389037489891052,0.9389037489891052,0.7237531542778015,0.7237533926963806,0.3362369239330292,0.5817614793777466,0.5927110910415649,0.6365983486175537,0.564782440662384,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.75
PheCode:250.13,type 1 diabetes with ophthalmic manifestations,0.938557744026184,0.9385576844215392,0.7290186285972595,0.7290187478065491,0.6931960582733154,0.8840758800506592,0.8840087652206421,0.8820514678955078,0.8782603740692139,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
Other lab:1000139983,Glucose Intracellular,0.9379523992538452,0.9379525184631348,0.670914888381958,0.6709147095680237,0.0077206343412399,0.2627696394920349,0.2902136743068695,0.2226151078939438,0.1615524291992187,sap&sap_LP,0.2
PheCode:253.3,diabetes insipidus,0.9370136857032776,0.937013864517212,0.7534031271934509,0.7534033060073853,0.0188938062638044,0.2780844867229461,0.286041110754013,0.400792121887207,0.3304598927497864,sap&sap_LP&coder&coder_LP,0.0
Other lab:pack188,Urinary Glucose,0.9360124468803406,0.93601256608963,0.6651445031166077,0.665144681930542,0.0290306154638528,0.360611617565155,0.344030350446701,0.2803415060043335,0.2825981974601745,sap&sap_LP,0.75
