name,desc,sap_cos,coder_cos,svd_cos,old_cos,new_cos,selected_by,gpt3.5,gpt4
PheCode:250.1,type 1 diabetes,1.000001072883606,0.999999701976776,0.9999991059303284,1.0,1.000000238418579,sap&coder&svd&old&new,0,1.0
PheCode:250,diabetes mellitus,0.9630773663520812,0.8138219118118286,0.5497224926948547,0.8136329054832458,0.8474618196487427,sap&coder&svd&old&new,0,0.75
LOINC:LP30832-7,Diabetes status,0.9576573967933656,0.7748934626579285,0.0061261164955794,0.260707288980484,0.2995318174362182,sap&coder,0,0.75
PheCode:250.14,type 1 diabetes with neurological manifestations,0.9570536017417908,0.7434640526771545,0.730819821357727,0.8501389026641846,0.8863902688026428,sap&coder&svd&old&new,0,1.0
PheCode:250.12,type 1 diabetes with renal manifestations,0.948042631149292,0.75179523229599,0.653195321559906,0.8149797320365906,0.8715945482254028,sap&coder&svd&old&new,0,1.0
ShortName:Glucose,glucose,0.9460685849189758,0.7065342664718628,0.0448759347200393,0.3214401006698608,0.3613731563091278,sap&coder,0,0.75
LOINC:LP14635-4,Glucose,0.9460685849189758,0.7065342664718628,0.1244228556752204,0.3875664472579956,0.40951007604599,sap&coder,0,0.75
RXNORM:4850,glucose,0.9460685849189758,0.7065342664718628,0.2017674893140792,0.5304931998252869,0.4295622706413269,sap&coder&svd,0,0.75
LOCAL|LAB:GLUCOSE,glucose,0.9460685849189758,0.7065342664718628,-0.0049161622300744,0.3495495021343231,0.4095749855041504,sap&coder,0,0.75
RXNORM:222163,DIABETISOURCE,0.94375878572464,0.7532364130020142,0.0239933989942073,0.3217224776744842,0.2898929119110107,sap&coder,0,0.0
PheCode:250.15,diabetes type 1 with peripheral circulatory disorders,0.941944658756256,0.7217920422554016,0.5720145106315613,0.7773229479789734,0.8536801934242249,sap&coder&svd&old&new,0,1.0
LOINC:LP14676-8,Insulin,0.9419023394584656,0.6900047063827515,0.1232582703232765,0.2839303314685821,0.3034506738185882,sap&coder,0,0.9
PheCode:250.2,type 2 diabetes,0.9408347606658936,0.861060619354248,0.4271799325942993,0.8074667453765869,0.8111616373062134,sap&coder&svd&old&new,0,0.0
LOCAL|LAB:INSULIN COVERAGE GLUCOSE,insulin coverage glucose,0.9397903084754944,0.7360844016075134,0.033106118440628,0.2963959872722626,0.317155659198761,sap&coder,0,0.85
PheCode:251.1,hypoglycemia,0.9389038681983948,0.7237547636032104,0.3362369239330292,0.6219114065170288,0.6217787265777588,sap&coder&svd&old&new,0,0.75
PheCode:250.13,type 1 diabetes with ophthalmic manifestations,0.938558042049408,0.7290195822715759,0.6931960582733154,0.8495666980743408,0.8937822580337524,sap&coder&svd&old&new,0,1.0
Other lab:1000139983,Glucose Intracellular,0.9379525780677797,0.6709147691726685,0.0077206343412399,0.2293779104948043,0.2994385361671448,sap,0,0.2
PheCode:253.3,diabetes insipidus,0.9370139837265016,0.753402054309845,0.0188938062638044,0.468303233385086,0.4856493473052978,sap&coder,0,0.0
Other lab:1200117983,Urinary Glucose,0.9360122680664062,0.6651445627212524,0.0233528893440961,0.3430332541465759,0.3732652068138122,sap,0,0.75
Other lab:pack188,Urinary Glucose,0.9360122680664062,0.6651445627212524,0.0290306154638528,0.3838779628276825,0.3637864291667938,sap,0,0.75
Other lab:800040215,Urinary Glucose,0.9360122680664062,0.6651445627212524,0.0083680162206292,0.3376157283782959,0.3879437148571014,sap,0,0.75
PheCode:250.11,type 1 diabetes with ketoacidosis,0.9341323971748352,0.7741572260856628,0.6780866384506226,0.8514999151229858,0.8952527046203613,sap&coder&svd&old&new,0,1.0
RXNORM:5856,Insulin soluble,0.933801293373108,0.6917068362236023,0.2581168711185455,0.4711884558200836,0.3970013558864593,sap&coder&svd,0,0.75
RXNORM:1670007,insulin degludec,0.9326633214950562,0.6781985759735107,0.1206239238381385,0.4954970180988312,0.6756080389022827,sap&new,0,0.75
RXNORM:222699,GLUCOSE CONTROL,0.9326263666152954,0.7378848195075989,0.1031589061021804,0.4771326780319214,0.4002581238746643,sap&coder,0,0.75
ShortName:Glucose - Fasting,fasting glucose,0.932231307029724,0.6995548605918884,-0.0007625808939337,0.29843869805336,0.318262904882431,sap&coder,0,0.75
Other lab:1000081517,date 1,0.9313366413116456,0.7102513909339905,0.0052955741994082,0.2807487547397613,0.2625603377819061,sap&coder,0,0.0
PheCode:250.4,abnormal glucose,0.9303537011146544,0.7529324293136597,0.1200833544135093,0.6440105438232422,0.7202450037002563,sap&coder&old&new,0,0.75
LOINC:LP38697-6,Insulin Ab,0.9301860332489014,0.6760381460189819,0.1959353387355804,0.3065333664417267,0.2945143580436706,sap&svd,0,0.9
ShortName:Insulin Ab,insulin antibody,0.9299999475479126,0.6683435440063477,0.0622738860547542,0.4029571712017059,0.3230452537536621,sap,0,0.75
RXNORM:27712,invert sugar,0.9295762181282043,0.6504030823707581,0.0250822566449642,0.3839669823646545,0.353769987821579,sap,0,0.0
Other lab:1000086888,Calculated Average Glucose,0.9292009472846984,0.7216137647628784,0.032057411968708,0.3440002202987671,0.4351657927036285,sap&coder,0,0.75
RXNORM:222676,GLUCERNA,0.9291532635688782,0.6778344511985779,0.0630465075373649,0.3538172245025635,0.3574392199516296,sap,0,0.0
Other lab:1200042424,Diurnal Urine Glucose,0.9289706945419312,0.7008232474327087,0.0053305905312299,0.3456126153469085,0.3809186518192291,sap&coder,0,0.75
RXNORM:216544,glucose / potassium chloride,0.9289087057113647,0.5899790525436401,0.006727713625878,0.4572274386882782,0.3983615338802337,sap,0,0.2
RXNORM:153671,GLUCOSE TEST,0.9285370111465454,0.7277857065200806,0.138703316450119,0.5182909369468689,0.363006055355072,sap&coder,0,0.75
PheCode:250.7,diabetic retinopathy,0.9274755120277404,0.7162307500839233,0.4708647727966308,0.789874255657196,0.8092748522758484,sap&coder&svd&old&new,0,0.9
RXNORM:751128,GLUCOSE SENSOR,0.9269634485244752,0.6757339835166931,0.1145733073353767,0.4455997943878174,0.3156676888465881,sap,0,0.75
RXNORM:86009,insulin lispro,0.925575077533722,0.5802913904190063,0.1200233623385429,0.4248347878456116,0.6102122068405151,sap&new,0,0.75
LOINC:LP29075-6,Insulin Free,0.9248459935188292,0.6652591228485107,0.0265825763344764,0.2990288436412811,0.3327634930610657,sap,0,0.75
Other lab:1000003107,Glucose Peripheral Blood,0.924774706363678,0.6835469603538513,0.0508838109672069,0.347134917974472,0.4035446047782898,sap,0,0.75
LOINC:LP38421-1,HIV 1 Ab,0.9243608117103576,0.6652126312255859,-0.0143471332266926,0.2712079584598541,0.2420753836631775,sap,0,0.0
Other lab:1200006130,Urine Glucose Qualitative,0.9241443276405334,0.6629594564437866,0.0149068599566817,0.3605648279190063,0.3787471950054168,sap,0,0.75
Other lab:1000137937,Glucose Corrected Index,0.923499345779419,0.7124468684196472,0.0301658883690834,0.317331850528717,0.3739172518253326,sap&coder,0,0.75
RXNORM:1605101,insulin isophane,0.9232523441314696,0.6927233934402466,0.052776388823986,0.3884527683258056,0.4015481770038605,sap&coder,0,0.75
Other lab:800002362,Urine Glucose Test,0.923198699951172,0.651274561882019,0.0426549091935157,0.3242099583148956,0.3680534064769745,sap,0,0.75
Other lab:1200026191,Urine Glucose Test,0.923198699951172,0.651274561882019,0.0240324661135673,0.3504428565502167,0.3636750280857086,sap,0,0.75
PheCode:250.3,insulin pump user,0.9226265549659728,0.6785137057304382,0.3484429717063904,0.803832471370697,0.8632160425186157,sap&svd&old&new,0,0.9
RXNORM:1373458,canagliflozin,0.922576904296875,0.590307891368866,0.0718101784586906,0.3806303739547729,0.61207115650177,sap&new,0,0.75
LOCAL|LAB:ISOLATE 1,isolate 1,0.9224426746368408,0.6310743093490601,0.0163392964750528,0.2716453075408935,0.2449998706579208,sap,0,0.0
Other lab:pack510,Capillary Blood Glucose,0.92243629693985,0.6932346224784851,0.029080482199788,0.3375398516654968,0.3568101227283478,sap&coder,0,0.75
PheCode:250.41,impaired fasting glucose,0.92155122756958,0.7786575555801392,0.0004203159478493,0.6428244113922119,0.643540620803833,sap&coder&old&new,0,0.5
LOINC:LP14637-0,Proinsulin,0.92061048746109,0.6715141534805298,0.0310184974223375,0.274793267250061,0.2690817713737488,sap,0,0.75
RXNORM:1488564,dapagliflozin,0.9200966954231262,0.6063090562820435,0.0566638670861721,0.2779705822467804,0.2805971503257751,sap,0,0.75
LOINC:LP15657-7,IgG subclass 1,0.9199090003967284,0.6584174633026123,0.0025031978730112,0.154327243566513,0.1537270843982696,sap,0,0.1
"LOCAL|LAB:GLUCOSE, PERICARDIAL FLUID","glucose, pericardial fluid",0.9194257855415344,0.6648362278938293,0.0323884524405002,0.3095653057098388,0.3359224200248718,sap,0,0.2
LOINC:LP36005-4,"1,3 beta glucan",0.9189538955688475,0.6619173288345337,0.0044260881841182,0.2010187953710556,0.1613486558198928,sap,0,0.0
"LOCAL|LAB:INSULIN, PEDIATRIC","insulin, pediatric",0.9184131622314452,0.702409565448761,0.0924331992864608,0.2712589800357818,0.3117703199386596,sap&coder,0,0.85
Other lab:1400562075,Estimated Average Glucose,0.918346643447876,0.6946907639503479,0.0569049306213855,0.3394851088523865,0.3609106838703155,sap&coder,0,0.75
Other lab:1400050221,Estimated Average Glucose,0.918346643447876,0.6946907639503479,0.046080507338047,0.3297417759895324,0.3730598092079162,sap&coder,0,0.75
Other lab:800234746,Estimated Average Glucose,0.918346643447876,0.6946907639503479,0.0670121386647224,0.3239117860794067,0.3161616921424866,sap&coder,0,0.75
Other lab:1400052018,Estimated Average Glucose,0.918346643447876,0.6946907639503479,-0.0025777136906981,0.299432098865509,0.3421036005020141,sap&coder,0,0.75
Other lab:pack297,Estimated Average Glucose,0.918346643447876,0.6946907639503479,0.0576308220624923,0.3395267128944397,0.3682774901390075,sap&coder,0,0.75
Other lab:pack277,Estimated Average Glucose,0.918346643447876,0.6946907639503479,0.013986918143928,0.3499900102615356,0.3827454149723053,sap&coder,0,0.75
Other lab:1200100988,Estimated Average Glucose,0.918346643447876,0.6946907639503479,0.0353756360709667,0.3377067446708679,0.3979503512382507,sap&coder,0,0.75
LOINC:LP29646-4,Estimated average glucose,0.918346643447876,0.6946907639503479,0.0415020324289798,0.4175342321395874,0.5021995306015015,sap&coder,0,0.75
Other lab:pack101,Estimated Average Glucose,0.918346643447876,0.6946907639503479,-0.0046821958385407,0.3325071036815643,0.372483879327774,sap&coder,0,0.75
Other lab:1400056668,Estimated Average Glucose,0.918346643447876,0.6946907639503479,0.0237733721733093,0.3472789525985718,0.3587569296360016,sap&coder,0,0.75
Other lab:1400049783,Estimated Average Glucose,0.918346643447876,0.6946907639503479,-0.0110534681007266,0.3424219489097595,0.4050888419151306,sap&coder,0,0.75
PheCode:250.42,other abnormal glucose,0.91788512468338,0.7085234522819519,0.1633799374103546,0.6846213340759277,0.704137921333313,sap&coder&svd&old&new,0,0.5
RXNORM:1427073,glucose oxidase,0.9173299074172974,0.6702080965042114,0.0057678031735122,0.3421409726142883,0.2880427837371826,sap,0,0.5
PheCode:249,secondary diabetes mellitus,0.9168987274169922,0.7805954217910767,0.2483526021242141,0.6363592147827148,0.7719016671180725,sap&coder&svd&old&new,0,0.0
LOCAL|LAB:MOLECULAR CLASS I TYPING,molecular class one typing,0.916638195514679,0.6612089276313782,-0.0015470306389033,0.2137697786092758,0.242777869105339,sap,0,0.1
LOINC:LP29134-1,Yeast,0.9160348176956176,0.6219750642776489,0.0294563490897417,0.2786845266819,0.2561909258365631,sap,0,0.0
LOCAL|LAB:LOT NUMBER CAP GLUCOSE,lot number capillary glucose,0.9153080582618712,0.6545467972755432,0.0442687235772609,0.3981910645961761,0.4530917406082153,sap,0,0.75
Other lab:1000055740,Point of Care Urine Glucose,0.9152202606201172,0.6415854096412659,0.0397117808461189,0.3309258222579956,0.365713894367218,sap,0,0.75
LOINC:LP17234-3,IgA subclass 1,0.9149731397628784,0.6613284349441528,-0.0133562572300434,0.2541196644306183,0.2747441530227661,sap,0,0.1
LOINC:LP36022-9,Nidus,0.9146106839179992,0.6064978241920471,0.0121647743508219,0.2967582941055298,0.3024968206882477,sap,0,0.0
RXNORM:2221,cellulose,0.914548635482788,0.5626671314239502,0.0012148945825174,0.3575987517833709,0.3428586721420288,sap,0,0.0
Other lab:1400064021,Fingerstick Glucose,0.9143694043159484,0.6664471626281738,0.0115584600716829,0.3361632823944092,0.3698175251483917,sap,0,0.75
