0,name,desc,sap_cos,coder_cos,svd_cos,old_cos,new1_cos,new2_cos,selected_by,GPT3.5_TRUE,GPT3.5_FALSE,COMMON,gpt3.5,gpt4
0,CCS:149,arthroscopy,0.9621908664703369,0.6719645261764526,0.1335403174161911,0.48188504576683044,0.3912014365196228,0.41018885374069214,sap,False,False,False,0,0.5
0,CCS:155,arthrocentesis,0.9564322829246521,0.7327398657798767,0.3709888458251953,0.5834848284721375,0.498318076133728,0.5167561173439026,sap&svd,False,True,False,0,0.75
0,CCS:211,therapeutic radiology,0.9443787336349487,0.75328129529953,0.09979356080293655,0.5843363404273987,0.4840962290763855,0.48645132780075073,coder,False,False,False,0,0.3
0,LOINC:11039-5,C reactive protein,0.9371500015258789,0.7718615531921387,0.3317958116531372,0.36382102966308594,0.42002546787261963,0.4084564447402954,coder&svd,False,False,False,0,0.75
0,LOINC:13634-1,Rheumatoid factor,0.9743689894676208,0.8724453449249268,0.11266262084245682,0.3244832158088684,0.3768518567085266,0.36590319871902466,sap&coder,False,False,False,0,0.75
0,LOINC:13930-3,Rheumatoid factor,0.9743689894676208,0.8724453449249268,0.15897519886493683,0.30415016412734985,0.3642217814922333,0.36511465907096863,sap&coder,False,False,False,0,1.0
0,LOINC:14836-1,Methotrexate,0.9262406229972839,0.5243459939956665,0.02607675828039646,0.6053024530410767,0.6055685877799988,0.6406393647193909,new1&new2,False,False,False,0,0.75
0,LOINC:14978-1,cycloSPORINE,0.919620931148529,0.6222223043441772,-0.004073279909789562,0.6777735352516174,0.6453614234924316,0.6473410725593567,old&new1&new2,False,False,False,0,0.5
0,LOINC:15204-1,Rheumatoid factor,0.9743689894676208,0.8724453449249268,0.13817699253559113,0.31538063287734985,0.37650182843208313,0.36765313148498535,sap&coder,False,False,False,0,0.9
0,LOINC:15205-8,Rheumatoid factor,0.9743689894676208,0.8724453449249268,0.21334850788116455,0.3437900245189667,0.39880725741386414,0.39519327878952026,sap&coder,False,False,False,0,0.75
0,LOINC:17521-6,Reticulin Ab,0.9510842561721802,0.7422875761985779,0.014708518981933594,0.203898623585701,0.2549344301223755,0.2494317889213562,sap,False,False,False,0,0.2
0,LOINC:20507-0,Reagin Ab,0.9558388590812683,0.762246310710907,0.003353569656610489,0.24741052091121674,0.2769509255886078,0.2694307565689087,sap&coder,False,False,False,0,0.1
0,LOINC:20508-8,Reagin Ab,0.9558388590812683,0.762246310710907,-0.018567176535725594,0.2247689813375473,0.27418962121009827,0.2685825526714325,sap&coder,False,False,False,0,0.75
0,LOINC:20637-5,Arginine,0.949397623538971,0.6564109325408936,-0.03651213273406029,0.41455787420272827,0.3582674264907837,0.36442598700523376,sap,False,False,False,0,0.1
0,LOINC:26707-0,Aluminum,0.9462891221046448,0.5826003551483154,0.013187061063945293,0.20614348351955414,0.24186451733112335,0.23363222181797028,sap,False,False,False,0,0
0,LOINC:30522-7,C reactive protein,0.9371500015258789,0.7718615531921387,0.23161330819129944,0.3285067677497864,0.3597549796104431,0.35836464166641235,coder&svd,False,False,False,0,0.75
0,LOINC:32218-0,Cyclic citrullinated peptide Ab,0.9362215995788574,0.6362108588218689,0.2972469925880432,0.3261339068412781,0.35199928283691406,0.3509240746498108,svd,False,False,False,0,0.9
0,LOINC:33935-8,Cyclic Citrullinated Peptide IgG,0.9175212383270264,0.6341826319694519,0.260443776845932,0.32932186126708984,0.35354727506637573,0.35761919617652893,svd,False,False,False,0,0.85
0,LOINC:35614-7,Ibuprofen,0.9197369813919067,0.5688895583152771,0.014999899081885815,0.7527989149093628,0.6224111914634705,0.6321637630462646,old&new1&new2,False,False,False,0,0.75
0,LOINC:38459-4,Crystals,0.946759045124054,0.6775649189949036,0.033649545162916183,0.3207741975784302,0.32902276515960693,0.31904909014701843,sap,False,False,False,0,0.2
0,LOINC:39803-2,inFLIXimab,0.941369891166687,0.6454164385795593,0.12531818449497223,0.706118643283844,0.6510668992996216,0.6526415944099426,old&new1&new2,False,False,False,0,0.75
0,LOINC:42177-6,Fc epsilon RI Ab,0.9463666677474976,0.6637251377105713,0.004369365982711315,0.23220522701740265,0.2786794900894165,0.27095550298690796,sap,False,False,False,0,0.1
0,LOINC:4537-7,Erythrocyte sedimentation rate,0.9212228655815125,0.758415937423706,0.30545514822006226,0.4426034390926361,0.4033106565475464,0.3999503254890442,coder&svd,False,False,False,0,0.75
0,LOINC:50670-9,Erythrocyte agglutination,0.9469491839408875,0.6930229067802429,0.04069383814930916,0.309915691614151,0.35090115666389465,0.3471357524394989,sap,False,False,False,0,0.2
0,LOINC:5289-4,Reagin Ab,0.9558388590812683,0.762246310710907,0.012284071184694767,0.28264179825782776,0.2715368866920471,0.2761789858341217,sap&coder,False,False,False,0,0.0
0,LOINC:5781-0,Crystals,0.946759045124054,0.6775649189949036,0.2163378745317459,0.3882231116294861,0.3881579339504242,0.38662615418434143,sap,False,False,False,0,0.1
0,LOINC:7791-7,Dacrocytes,0.9524757266044617,0.6706107258796692,0.01688348688185215,0.2509923279285431,0.23417307436466217,0.23518110811710358,sap,False,False,False,0,0
0,LOINC:7797-4,Rouleaux,0.9346127510070801,0.752195417881012,0.06807440519332886,0.2973446846008301,0.3622879981994629,0.35063204169273376,coder,False,False,False,0,0.2
0,LOINC:9404-5,Adenosine deaminase,0.9483690857887268,0.5911272764205933,0.10538125783205032,0.2531191408634186,0.2986066937446594,0.30182284116744995,sap,False,False,False,0,0.1
0,LOINC:X1166-8,crp (mg/l) (group:crpt),0.753200113773346,0.769540548324585,0.2167065292596817,0.2817066013813019,0.28503531217575073,0.2798793315887451,coder,False,False,False,0,0.75
0,PheCode:274.11,gouty arthropathy,0.8910365104675293,0.8311952948570251,0.17827929556369781,0.6839074492454529,0.5928440093994141,0.596240222454071,coder&old&new1,False,False,False,0,0.0
0,PheCode:279.7,other immunological findings,0.923264741897583,0.6533503532409668,0.1930076777935028,0.7307506799697876,0.4958629906177521,0.5038784742355347,old,False,False,False,0,0.5
0,PheCode:324,other cns infection and poliomyelitis,0.7987625002861023,0.6093069314956665,0.10813119262456894,0.6684736609458923,0.509450376033783,0.5161149501800537,old,False,False,False,0,0.0
0,PheCode:333,extrapyramidal disease and abnormal movement disorders,0.8207359313964844,0.6513000130653381,0.18580003082752228,0.6961901783943176,0.4749537408351898,0.4697651267051697,old,False,False,False,0,0.0
0,PheCode:338.2,chronic pain,0.9427636861801147,0.7069884538650513,0.11339154094457626,0.7030944228172302,0.5615612864494324,0.5598506331443787,old,False,False,False,0,0.5
0,PheCode:351,other peripheral nerve disorders,0.8660398721694946,0.5961082577705383,0.20711618661880493,0.7023844122886658,0.6018762588500977,0.640250563621521,old&new1&new2,False,False,False,0,0.1
0,PheCode:357,inflammatory and toxic neuropathy,0.901832640171051,0.6787928938865662,0.0766492486000061,0.6800849437713623,0.5355992913246155,0.5542734265327454,old,False,False,False,0,0.25
0,PheCode:379.1,scleritis and episcleritis,0.8218373656272888,0.6626171469688416,0.2804395854473114,0.5603570342063904,0.45531195402145386,0.44896626472473145,svd,False,False,False,0,0.75
0,PheCode:394,rheumatic disease of the heart valves,0.894794225692749,0.8173271417617798,0.06333339214324951,0.4610680341720581,0.4437187612056732,0.4439675807952881,coder,False,False,False,0,0.3
0,PheCode:411.4,coronary atherosclerosis,0.9503719806671143,0.6946356892585754,0.05598621070384979,0.4614598751068115,0.41168659925460815,0.41581669449806213,sap,False,False,False,0,0.1
0,PheCode:414.2,ascvd,0.9492996335029602,0.6841422915458679,0.07254207879304886,0.470292329788208,0.38905656337738037,0.38630908727645874,sap,False,False,False,0,0.0
0,PheCode:443.1,raynaud's syndrome,0.8472301363945007,0.7454566359519958,0.2950637638568878,0.7511416673660278,0.648633599281311,0.6818370819091797,svd&old&new1&new2,False,False,False,0,0.3
0,PheCode:476,allergic rhinitis,0.9466292262077332,0.7626280188560486,0.09836689382791519,0.6586344838142395,0.49225229024887085,0.48371422290802,sap&coder,False,False,False,0,0.0
0,PheCode:555.1,regional enteritis,0.8853127956390381,0.6858839392662048,0.14095032215118408,0.6140578985214233,0.5938225984573364,0.6069283485412598,new1&new2,False,False,False,0,0.0
0,PheCode:555.2,ulcerative colitis,0.8879556655883789,0.6900712847709656,0.13727761805057526,0.6372805833816528,0.5788865089416504,0.6454469561576843,new2,False,False,False,0,0.1
0,PheCode:687.1,rash and other nonspecific skin eruption,0.8270517587661743,0.650287389755249,0.1507268100976944,0.6329381465911865,0.6071391105651855,0.6066653728485107,new1&new2,False,False,False,0,0.2
0,PheCode:687.4,disturbance of skin sensation,0.8718019723892212,0.6526506543159485,0.12218420207500458,0.6529037356376648,0.5921032428741455,0.6048665642738342,new1&new2,False,False,False,0,0.2
0,PheCode:690,erythematosquamous dermatosis,0.8888182044029236,0.7321681380271912,0.14988760650157928,0.6254140734672546,0.6095475554466248,0.609630286693573,new1&new2,False,False,False,0,0.1
