name,desc,sap_cos,coder_cos,svd_cos,old_cos,selected_by,gpt4
PheCode:428.1,congestive heart failure (chf) nos,0.9999995827674866,0.9999999403953552,1.0,1.0000001192092896,sap&coder&svd&old,1.0
PheCode:428.2,heart failure nos,0.9594486951828004,0.9104089140892028,0.7263782620429993,0.8560394048690796,sap&coder&svd&old,0.9
PheCode:428,congestive heart failure; nonhypertensive,0.940814971923828,0.8447999358177185,0.952109158039093,0.8203856945037842,sap&coder&svd&old,1.0
PheCode:425.12,other hypertrophic cardiomyopathy,0.9135043621063232,0.6655117273330688,0.258786678314209,0.732244074344635,sap&svd&old,0.6
PheCode:401.21,hypertensive heart disease,0.9114164113998412,0.7811014652252197,0.3618167638778686,0.8881940841674805,sap&coder&svd&old,0.75
PheCode:428.4,heart failure with preserved ef [diastolic heart failure],0.9099186062812804,0.7621160745620728,0.5554084777832031,0.8461509943008423,sap&coder&svd&old,0.75
PheCode:747.12,valvular heart disease/ heart chambers,0.9093052744865416,0.7534846663475037,0.2644984126091003,0.6631329655647278,sap&coder&svd&old,0.6
PheCode:585.2,renal failure nos,0.90915447473526,0.7359937429428101,0.1480746567249298,0.4579277038574219,sap&coder,0.25
LOINC:11153-4,Hematocrit,0.9080963134765624,0.732479453086853,-0.0149532621726393,0.0219562016427516,sap&coder,0.2
PheCode:428.3,heart failure with reduced ef [systolic or combined heart failure],0.9049525260925292,0.8545278310775757,0.6501619815826416,0.8644466996192932,sap&coder&svd&old,0.9
PheCode:425.11,hypertrophic obstructive cardiomyopathy,0.904855728149414,0.6842422485351562,0.3428658843040466,0.6875061988830566,sap&svd&old,0.6
PheCode:414,other forms of chronic heart disease,0.9047627449035645,0.7748637199401855,0.3612827360630035,0.7556325793266296,sap&coder&svd&old,0.75
PheCode:401.2,hypertensive heart and/or renal disease,0.9025238752365112,0.7419233322143555,0.3834081590175628,0.5271122455596924,sap&coder&svd,0.75
PheCode:427.4,cardiac arrest and ventricular fibrillation,0.9024792313575744,0.7446468472480774,0.2021741569042205,0.5862593650817871,sap&coder&old,0.7
PheCode:425.8,other cardiomyopathy,0.9013567566871644,0.7347223162651062,0.2394055426120758,0.8035685420036316,sap&coder&old,0.7
PheCode:427,cardiac dysrhythmias,0.901186466217041,0.764481246471405,0.612859308719635,0.7102286219596863,sap&coder&svd&old,0.5
