name,desc,sap_cos,sap_LP_cos,coder_cos,coder_LP_cos,svd_cos,old_cos,old_LP_cos,new_cos,new_LP_cos,selected_by,gpt4
PheCode:714.1,rheumatoid arthritis,1.0000001192092896,0.9999998211860656,0.9999999403953552,1.0,1.0000003576278689,1.0000003576278689,1.0000001192092896,1.0000003576278689,0.9999983906745912,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
LOCAL|LAB:RA TITER,rheumatoid arthritis titer,0.9870147109031676,0.9870151281356812,0.85724276304245,0.8572425842285156,0.0884104147553443,0.3852438032627105,0.3968985676765442,0.3308653831481933,0.2165292501449585,sap&sap_LP&coder&coder_LP,1.0
PheCode:714.2,juvenile rheumatoid arthritis,0.9842854142189026,0.9842856526374816,0.8122052550315857,0.8122056126594543,0.3124559223651886,0.8326616883277893,0.8301312327384949,0.8463270664215088,0.790907084941864,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
ShortName:RF,rheumatoid factor,0.974368453025818,0.974368929862976,0.8724446892738342,0.8724448084831238,0.1151400282979011,0.2992891669273376,0.3432032763957977,0.2926611006259918,0.1452480107545852,sap&sap_LP&coder&coder_LP,1.0
LOINC:LP16738-4,Rheumatoid factor,0.974368453025818,0.974368929862976,0.8724446892738342,0.8724448084831238,0.1797688007354736,0.3861651718616485,0.3608387410640716,0.3390571773052215,0.23688505589962,sap&coder&svd,1.0
LOCAL|LAB:RHEUMATOID FACTOR,rheumatoid factor,0.974368453025818,0.974368929862976,0.8724446892738342,0.8724448084831238,0.0009259744547307,0.3616419434547424,0.3542577922344208,0.2851424217224121,0.2119734287261963,sap&sap_LP&coder&coder_LP,1.0
CCS:149,arthroscopy,0.9621907472610474,0.9621909856796264,0.6719644069671631,0.6719644069671631,0.0767552256584167,0.4068911075592041,0.409083604812622,0.4731799364089966,0.381961315870285,sap&sap_LP,0.5
PheCode:716.9,arthropathy nos,0.9596567153930664,0.9596569538116456,0.7847937941551208,0.7847937345504761,0.2616460621356964,0.6771796941757202,0.6734433174133301,0.6834132671356201,0.651652455329895,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.5
LOINC:LP14541-4,Rh,0.9595326781272888,0.9595332741737366,0.6813828349113464,0.6813827753067017,0.0083584543317556,0.2822489142417907,0.2913410663604736,0.2073714435100555,0.1256092637777328,sap,0.0
LOINC:LP31537-1,Rheumatoid factor IgG,0.9588772654533386,0.9588781595230104,0.7193132042884827,0.7193132042884827,0.1087903603911399,0.3243813514709472,0.3548627495765686,0.2847189009189605,0.1313549131155014,sap,1.0
LOCAL|LAB:BODY FLUID RF,body fluid rheumatoid factor,0.9579219818115234,0.9579225778579712,0.7670742869377136,0.7670745849609375,-0.0298375133424997,0.276072233915329,0.2474371939897537,0.2521187365055084,0.1334275305271148,sap&sap_LP&coder&coder_LP,1.0
RXNORM:1191,aspirin,0.9578489661216736,0.957849144935608,0.646606981754303,0.6466070413589478,0.0098754353821277,0.454114705324173,0.4482825100421905,0.3585423827171325,0.2944968938827514,sap&sap_LP,0.25
PheCode:726.2,synoviopathy,0.9568803310394288,0.9568803906440736,0.7653053998947144,0.7653056383132935,0.1221145763993263,0.4504090845584869,0.4430624544620514,0.5121564865112305,0.4659907519817352,sap&sap_LP&coder&coder_LP,0.75
CCS:155,arthrocentesis,0.956431210041046,0.956432282924652,0.7327397465705872,0.7327398061752319,0.2899092137813568,0.4885445833206177,0.4685156643390655,0.4847669303417206,0.4000332057476043,sap&sap_LP&svd,0.75
LOINC:LP39544-9,Reagin Ab,0.9558383226394652,0.9558387994766236,0.7622463703155518,0.762246310710907,-0.0143434396013617,0.234428659081459,0.2575795352458954,0.272774338722229,0.2754526436328888,sap&coder,0.1
RXNORM:121191,rituximab,0.954836905002594,0.9548370838165284,0.7153875231742859,0.715387761592865,0.0541876554489135,0.3756726384162903,0.3755304217338562,0.3024699091911316,0.2083070129156112,sap&sap_LP,0.75
PheCode:394.4,acute rheumatic heart disease,0.9529419541358948,0.9529427289962769,0.7740970849990845,0.7740970849990845,0.0316271819174289,0.4766035079956054,0.4693416357040405,0.4047200083732605,0.3969550728797912,sap&sap_LP&coder&coder_LP,0.1
Other lab:pack52,Immunoglobulin A,0.9526075720787048,0.9526082277297974,0.6994219422340393,0.6994221806526184,0.019170494750142,0.2995219826698303,0.3013921976089477,0.2966339290142059,0.1667929291725158,sap&sap_LP,0.2
