name,desc,sap_cos,coder_cos,svd_cos,old_cos,selected_by,gpt4
PheCode:296.2,depression,1.0,1.0000007152557373,0.999999701976776,1.000000238418579,sap&coder&svd&old,1.0
PheCode:296,mood disorders,0.9862563014030457,0.8263021111488342,0.9416545033454896,0.8762204647064209,sap&coder&svd&old,0.9
LOCAL|LAB:DEVICE,device,0.980071187019348,0.6128443479537964,0.0115879010409116,0.2462449222803115,sap,0.0
LOCAL|LAB:MEDS,medications,0.9794482588768004,0.6515376567840576,0.0371046476066112,0.2716604471206665,sap,0.5
LOCAL|LAB:MESSAGE,message,0.978741466999054,0.6678521037101746,0.0222867932170629,0.217315137386322,sap,0.0
LOINC:LP73191-6,Procedure,0.9785987734794616,0.6293272972106934,0.0167866144329309,0.1798034012317657,sap,0.0
LOCAL|LAB:SPECIMEN,specimen,0.97700035572052,0.636397659778595,0.0426023676991462,0.1963042616844177,sap,0.0
LOCAL|LAB:REASON,reason,0.9768770933151244,0.6619210839271545,0.0263185370713472,0.2756681144237518,sap,0.0
RXNORM:10311,Tablet,0.9766570329666138,0.5658908486366272,5.0847775128204376e-05,0.1871048659086227,sap,0.0
RXNORM:709653,DRAIN,0.9765620231628418,0.6765105724334717,0.0400831885635852,0.2198616713285446,sap,0.0
PheCode:348.7,coma,0.976442813873291,0.7391860485076904,-0.0040339599363505,0.3558766841888428,sap&coder,0.1
LOCAL|LAB:RESULT,result,0.9761843085289,0.620868444442749,0.0252847615629434,0.2693149745464325,sap,0.0
RXNORM:709699,DRESSING,0.9760940074920654,0.6414904594421387,0.0388356819748878,0.2241499423980713,sap,0.0
LOCAL|LAB:DIAGNOSIS CODE,diagnosis code,0.9760653376579284,0.6895699501037598,0.0444242730736732,0.1746771186590194,sap,0.0
RXNORM:62940,CONTAINER,0.9759275913238524,0.6022154092788696,0.0472812131047248,0.2539023458957672,sap,0.0
LOINC:LP72256-8,Class,0.9758299589157104,0.6431487798690796,0.0090548293665051,0.2029937356710434,sap,0.0
PheCode:312,conduct disorders,0.975642740726471,0.7373652458190918,0.3458569347858429,0.6810489892959595,sap&coder&svd&old,0.3
LOCAL|LAB:DOSE,dose,0.9755845069885254,0.6357954740524292,0.0007447887910529,0.2303445786237716,sap,0.0
LOCAL|LAB:RATE,rate,0.9755339026451112,0.6171698570251465,0.0123176807537674,0.1791023015975952,sap,0.0
LOINC:LP135635-3,Specimen condition,0.9752874374389648,0.6419150829315186,0.0429163128137588,0.2551964223384857,sap,0.0
