name,desc,sap_cos,coder_cos,svd_cos,old_cos,selected_by,gpt4
PheCode:296.2,depression,1.0,1.0000007152557373,0.9999997615814208,1.0000003576278689,sap&coder&svd&old,1.0
PheCode:296,mood disorders,0.9862563014030457,0.8263021111488342,0.9814294576644896,0.9173530340194702,sap&coder&svd&old,0.9
LOCAL|LAB:DEVICE,device,0.980071187019348,0.6128443479537964,-0.0137510243803262,0.0064632883295416,sap,0.0
LOCAL|LAB:MEDS,medications,0.9794482588768004,0.6515376567840576,0.0205142181366682,0.0296394079923629,sap,0.5
LOCAL|LAB:MESSAGE,message,0.978741466999054,0.6678521037101746,-0.0115322899073362,-0.0317951701581478,sap,0.0
LOINC:LP73191-6,Procedure,0.9785987734794616,0.6293272972106934,-0.0046106912195682,-0.0265574306249618,sap,0.0
LOCAL|LAB:SPECIMEN,specimen,0.97700035572052,0.636397659778595,0.02393089979887,-0.0400625057518482,sap,0.0
LOCAL|LAB:REASON,reason,0.9768770933151244,0.6619210839271545,-0.0135837318375706,0.0490901172161102,sap,0.0
RXNORM:10311,Tablet,0.9766570329666138,0.5658908486366272,-0.0465546362102031,-0.0608770549297332,sap,0.0
RXNORM:709653,DRAIN,0.9765620231628418,0.6765105724334717,0.0020043570548295,-0.0298829246312379,sap,0.0
PheCode:348.7,coma,0.976442813873291,0.7391860485076904,-0.055841963738203,0.1438027471303939,sap&coder,0.1
LOCAL|LAB:RESULT,result,0.9761843085289,0.620868444442749,0.0027054932434111,0.0726505666971206,sap,0.0
RXNORM:709699,DRESSING,0.9760940074920654,0.6414904594421387,0.0154858566820621,-0.0231292974203825,sap,0.0
LOCAL|LAB:DIAGNOSIS CODE,diagnosis code,0.9760653376579284,0.6895699501037598,0.0123957637697458,-0.0435728803277015,sap,0.0
RXNORM:62940,CONTAINER,0.9759275913238524,0.6022154092788696,0.0154132302850484,0.0052578034810721,sap,0.0
LOINC:LP72256-8,Class,0.9758299589157104,0.6431487798690796,-0.0299581419676542,-0.0046517690643668,sap,0.0
PheCode:312,conduct disorders,0.975642740726471,0.7373652458190918,0.4414397478103637,0.627057671546936,sap&coder&svd&old,0.3
LOCAL|LAB:DOSE,dose,0.9755845069885254,0.6357954740524292,-0.0349344089627265,-0.0021582767367362,sap,0.0
LOCAL|LAB:RATE,rate,0.9755339026451112,0.6171698570251465,-0.0050732833333313,-0.105344220995903,sap,0.0
LOINC:LP135635-3,Specimen condition,0.9752874374389648,0.6419150829315186,0.0153195932507514,0.0707404389977455,sap,0.0
LOCAL|LAB:SEE BELOW,see below,0.9752613306045532,0.6670217514038086,0.0316842198371887,0.059516716748476,sap,0.0
LOINC:LP72255-0,Citation,0.9751805067062378,0.634398341178894,-0.0110045624896883,-0.0362347960472106,sap,0.0
LOCAL|LAB:CHART DIAGNOSIS,chart diagnosis,0.974965751171112,0.6906946897506714,0.0142720956355333,-0.0649040341377258,sap,0.0
LOINC:29305-0,Medication prescribed,0.9749089479446412,0.6733819246292114,0.0438912101089954,0.0273517854511737,sap,0.5
LOCAL|LAB:COMMENT,comment,0.9748972058296204,0.6535717844963074,-0.0196906700730323,0.0239538326859474,sap,0.0
LOCAL|LAB:CLINICAL IMPRESSION,clinical impression,0.9748750925064088,0.6495000720024109,-0.0087537532672286,0.0112936003133654,sap,0.5
LOCAL|LAB:TITER,titer,0.9745602607727052,0.6346418857574463,-0.0128848208114504,-0.0189613662660121,sap,0.0
RXNORM:310483,GENTLE CREAM,0.9745156764984132,0.6301233172416687,-0.0263627432286739,-0.0176691822707653,sap,0.0
PheCode:290.1,dementias,0.974454402923584,0.7908573746681213,0.1524953246116638,0.340496689081192,sap&coder,0.5
LOCAL|LAB:STRS,stressors,0.9744158983230592,0.692129373550415,-0.0043712356127798,-0.0314965769648551,sap,0.75
LOCAL|LAB:SUPERNATENT,supernatant,0.9740150570869446,0.6232872009277344,0.0035337177105247,0.0354873277246952,sap,0.0
LOINC:66746-9,Specimen type,0.9738189578056335,0.6317323446273804,-0.0098331179469823,-0.0446929931640625,sap,0.0
Other lab:1000067626,Specimen Type,0.9738189578056335,0.6317323446273804,0.0106049282476305,-0.0058827521279454,sap,0.0
