name,desc,sap_cos,sap_LP_cos,coder_cos,coder_LP_cos,svd_cos,old_cos,old_LP_cos,new_cos,new_LP_cos,selected_by,gpt4
PheCode:428.1,congestive heart failure (chf) nos,0.9999995827674866,0.9999995827674866,0.9999999403953552,0.999999701976776,1.0000005960464478,0.999999701976776,1.0000001192092896,0.9999990463256836,0.999999463558197,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
PheCode:428.2,heart failure nos,0.9594486951828004,0.9594486951828004,0.9104089140892028,0.9104093909263612,0.6380864381790161,0.8280725479125977,0.8298320770263672,0.8319178819656372,0.7955271005630493,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.9
PheCode:428,congestive heart failure; nonhypertensive,0.940814971923828,0.9408150315284728,0.8447999358177185,0.844799816608429,0.8817378878593445,0.7719258069992065,0.7762715816497803,0.7693850994110107,0.7243305444717407,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
PheCode:425.12,other hypertrophic cardiomyopathy,0.9135043621063232,0.9135053753852844,0.6655117273330688,0.6655116677284241,0.2072659879922866,0.7355756163597107,0.7352764010429382,0.7115452289581299,0.67882239818573,sap&sap_LP&old&old_LP&new&new_LP,0.6
PheCode:401.21,hypertensive heart disease,0.9114164113998412,0.91141676902771,0.7811014652252197,0.781101644039154,0.2932996451854706,0.8488407135009766,0.8470340967178345,0.8719424605369568,0.8478063344955444,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.75
PheCode:428.4,heart failure with preserved ef [diastolic heart failure],0.9099186062812804,0.9099196195602416,0.7621160745620728,0.7621163129806519,0.46978959441185,0.8029941916465759,0.795210599899292,0.7942783832550049,0.7716028094291687,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.75
PheCode:747.12,valvular heart disease/ heart chambers,0.9093052744865416,0.9093058705329896,0.7534846663475037,0.7534844875335693,0.2081279307603836,0.6989170908927917,0.7096253633499146,0.7019646167755127,0.665084719657898,sap&sap_LP&coder&coder_LP&old&old_LP&new&new_LP,0.6
PheCode:585.2,renal failure nos,0.90915447473526,0.9091549515724182,0.7359937429428101,0.7359937429428101,0.1729484796524047,0.5794108510017395,0.5789512991905212,0.5234764814376831,0.4914737045764923,sap&sap_LP&coder&coder_LP,0.25
LOINC:11153-4,Hematocrit,0.9080963134765624,0.8799813389778137,0.732479453086853,0.7050187587738037,0.0214778650552034,0.2705254554748535,0.2710233032703399,0.250618040561676,0.1809551566839218,sap&sap_LP&coder,0.2
PheCode:428.3,heart failure with reduced ef [systolic or combined heart failure],0.9049525260925292,0.904952883720398,0.8545278310775757,0.8545278310775757,0.5290960669517517,0.8329831957817078,0.8324694037437439,0.8308234214782715,0.7930912375450134,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.9
