name,desc,sap_cos,coder_cos,svd_cos,old_cos,new_cos,selected_by,gpt3.5,gpt4
PheCode:296.2,depression,1.000000238418579,0.999999463558197,0.999999701976776,0.9999999403953552,1.0000001192092896,sap&coder&svd&old&new,0,1.0
PheCode:296,mood disorders,0.986257016658783,0.8263012766838074,0.9416545033454896,0.8513635993003845,0.8498286008834839,sap&coder&svd&old&new,0,0.9
LOCAL|LAB:DEVICE,device,0.9800708293914796,0.6128443479537964,0.0115879010409116,0.2611599266529083,0.2805156409740448,sap,0,0.0
LOCAL|LAB:MEDS,medications,0.9794477820396424,0.6515368223190308,0.0371046476066112,0.2919806241989136,0.2856818437576294,sap,0,0.5
LOCAL|LAB:MESSAGE,message,0.9787401556968688,0.6678521633148193,0.0222867932170629,0.2926456034183502,0.2414432764053344,sap,0,0.0
LOINC:LP73191-6,Procedure,0.9785985350608826,0.629327654838562,0.0167866144329309,0.2584138512611389,0.2472366690635681,sap,0,0.0
LOCAL|LAB:SPECIMEN,specimen,0.977000653743744,0.6363963484764099,0.0426023676991462,0.265134185552597,0.2856241762638092,sap,0,0.0
LOCAL|LAB:REASON,reason,0.9768783450126648,0.6619210243225098,0.0263185370713472,0.2889499068260193,0.3054074645042419,sap,0,0.0
RXNORM:10311,Tablet,0.9766573905944824,0.5658904910087585,5.0847775128204376e-05,0.2862803936004638,0.2431649565696716,sap,0,0.0
RXNORM:709653,DRAIN,0.9765615463256836,0.6765102744102478,0.0400831885635852,0.3136062920093536,0.2456828206777572,sap,0,0.0
PheCode:348.7,coma,0.9764437675476074,0.7391857504844666,-0.0040339599363505,0.386470764875412,0.4411348402500152,sap&coder,0,0.1
LOCAL|LAB:RESULT,result,0.9761848449707032,0.6208683252334595,0.0252847615629434,0.2561669647693634,0.2826510965824127,sap,0,0.0
RXNORM:709699,DRESSING,0.976095736026764,0.6414906978607178,0.0388356819748878,0.3151573836803436,0.281978577375412,sap,0,0.0
LOCAL|LAB:DIAGNOSIS CODE,diagnosis code,0.9760646224021912,0.6895686388015747,0.0444242730736732,0.2306951731443405,0.2371814250946045,sap,0,0.0
RXNORM:62940,CONTAINER,0.9759283661842346,0.6022146940231323,0.0472812131047248,0.3082292377948761,0.2604941129684448,sap,0,0.0
LOINC:LP72256-8,Class,0.9758319854736328,0.6431500911712646,0.0090548293665051,0.210690900683403,0.2158559262752533,sap,0,0.0
PheCode:312,conduct disorders,0.9756415486335754,0.7373644113540649,0.3458569347858429,0.7066806554794312,0.6952969431877136,sap&coder&svd&old&new,0,0.3
LOCAL|LAB:DOSE,dose,0.9755845665931702,0.6357961297035217,0.0007447887910529,0.2915139198303222,0.3009465336799621,sap,0,0.0
LOCAL|LAB:RATE,rate,0.9755334854125975,0.6171697974205017,0.0123176807537674,0.2814641892910003,0.3239917159080505,sap,0,0.0
LOINC:LP135635-3,Specimen condition,0.9752896428108216,0.6419150829315186,0.0429163128137588,0.2571188509464264,0.2714906334877014,sap,0,0.0
LOCAL|LAB:SEE BELOW,see below,0.975261926651001,0.6670218706130981,0.0506208129227161,0.2501576542854309,0.2357194572687149,sap,0,0.0
LOINC:LP72255-0,Citation,0.9751811027526855,0.6343984603881836,0.0203652735799551,0.2714017033576965,0.2953071594238281,sap,0,0.0
LOCAL|LAB:CHART DIAGNOSIS,chart diagnosis,0.974966049194336,0.6906937956809998,0.0461720488965511,0.2171060740947723,0.1934469938278198,sap,0,0.0
LOCAL|LAB:COMMENT,comment,0.9748974442481996,0.6535714268684387,0.0200256668031215,0.2668776512145996,0.2925255596637726,sap,0,0.0
LOCAL|LAB:CLINICAL IMPRESSION,clinical impression,0.97487473487854,0.6495006680488586,0.0229186471551656,0.2901212871074676,0.2603121697902679,sap,0,0.5
LOCAL|LAB:TITER,titer,0.974560022354126,0.6346426010131836,0.0215406734496355,0.2799016237258911,0.2716242372989654,sap,0,0.0
RXNORM:310483,GENTLE CREAM,0.9745163917541504,0.6301233768463135,0.0024103783071041,0.2529013454914093,0.2218488305807113,sap,0,0.0
PheCode:290.1,dementias,0.9744550585746764,0.7908574938774109,0.1465163826942443,0.538646936416626,0.5660499930381775,sap&coder,0,0.5
LOCAL|LAB:STRS,stressors,0.9744157195091248,0.6921288371086121,0.0181243866682052,0.2934594452381134,0.2698192596435547,sap,0,0.75
LOCAL|LAB:SUPERNATENT,supernatant,0.9740158915519714,0.6232873201370239,0.0229558460414409,0.2348809093236923,0.2434044629335403,sap,0,0.0
LOINC:LP129062-8,Specimen type,0.9738202095031738,0.6317328214645386,0.036008283495903,0.2162632793188095,0.2020471543073654,sap,0,0.0
