name,desc,sap_cos,coder_cos,svd_cos,old_cos,new_cos,selected_by,gpt3.5,gpt4
PheCode:250.1,type 1 diabetes,1.000001072883606,0.999999701976776,0.9999991059303284,1.0,1.000000238418579,sap&coder&svd&old&new,0,1.0
PheCode:250,diabetes mellitus,0.9630773663520812,0.8138219118118286,0.5497224926948547,0.8136329054832458,0.8474618196487427,sap&coder&svd&old&new,0,0.75
LOINC:LP30832-7,Diabetes status,0.9576573967933656,0.7748934626579285,0.0061261164955794,0.260707288980484,0.2995318174362182,sap&coder,0,0.75
LOINC:33248-6,Diabetes status,0.9576573967933656,0.7748934626579285,0.0061261164955794,0.2451122254133224,0.3078067898750305,sap&coder,0,0.75
PheCode:250.14,type 1 diabetes with neurological manifestations,0.9570536017417908,0.7434640526771545,0.730819821357727,0.8501389026641846,0.8863902688026428,sap&coder&svd&old&new,0,1.0
PheCode:250.12,type 1 diabetes with renal manifestations,0.948042631149292,0.75179523229599,0.653195321559906,0.8149797320365906,0.8715945482254028,sap&coder&svd&old&new,0,1.0
LOINC:2346-5,Glucose,0.9460685849189758,0.7065342664718628,0.0007728080963715,0.4087991714477539,0.4845607578754425,sap&coder,0,0.75
LOINC:20437-0,Glucose,0.9460685849189758,0.7065342664718628,0.0196215324103832,0.4356997609138489,0.4589602053165436,sap&coder,0,0.75
LOINC:LP14635-4,Glucose,0.9460685849189758,0.7065342664718628,0.1244228556752204,0.3875664472579956,0.40951007604599,sap&coder,0,0.75
RXNORM:4850,glucose,0.9460685849189758,0.7065342664718628,0.2017674893140792,0.5304931998252869,0.4295622706413269,sap&coder&svd,0,0.75
LOINC:1521-4,Glucose,0.9460685849189758,0.7065342664718628,-0.0207672268152236,0.4200211465358734,0.4199477434158325,sap&coder,0,0.75
LOINC:1540-4,Glucose,0.9460685849189758,0.7065342664718628,-0.0159970950335264,0.4039388597011566,0.4316814243793487,sap&coder,0,0.75
LOINC:41653-7,Glucose,0.9460685849189758,0.7065342664718628,0.0102944681420922,0.4169018268585205,0.4690661430358886,sap&coder,0,0.75
LOCAL|LAB:GLUCOSE,glucose,0.9460685849189758,0.7065342664718628,-0.0049161622300744,0.3495495021343231,0.4095749855041504,sap&coder,0,0.75
LOINC:53328-1,Glucose,0.9460685849189758,0.7065342664718628,0.0115913599729537,0.4005201458930969,0.4382813572883606,sap&coder,0,0.75
LOINC:2344-0,Glucose,0.9460685849189758,0.7065342664718628,0.0123376380652189,0.4534014463424682,0.4957987070083618,sap&coder,0,0.75
LOINC:25428-4,Glucose,0.9460685849189758,0.7065342664718628,0.0291722547262907,0.397105872631073,0.4713850319385528,sap&coder,0,0.75
LOINC:18342-6,Glucose,0.9460685849189758,0.7065342664718628,0.0309320632368326,0.3698801398277282,0.4235540926456451,sap&coder,0,0.75
LOINC:20436-2,Glucose,0.9460685849189758,0.7065342664718628,0.0315244607627391,0.4166464507579803,0.4574277997016907,sap&coder,0,0.75
LOINC:2349-9,Glucose,0.9460685849189758,0.7065342664718628,-0.0027069365605711,0.4229073226451874,0.4567550718784332,sap&coder,0,0.75
LOINC:2345-7,Glucose,0.9460685849189758,0.7065342664718628,0.0170160066336393,0.3969091773033142,0.4919920265674591,sap&coder,0,0.75
LOINC:1555-2,Glucose,0.9460685849189758,0.7065342664718628,-0.0237028449773788,0.4209830462932586,0.4473453164100647,sap&coder,0,0.75
LOINC:32016-8,Glucose,0.9460685849189758,0.7065342664718628,-0.0165797714143991,0.4168280065059662,0.4689595997333526,sap&coder,0,0.75
LOINC:1514-9,Glucose,0.9460685849189758,0.7065342664718628,0.0161881204694509,0.3718834817409515,0.3761619627475738,sap&coder,0,0.75
LOINC:2341-6,Glucose,0.9460685849189758,0.7065342664718628,0.1177416369318962,0.3502752184867859,0.3979750275611877,sap&coder,0,0.75
LOINC:2339-0,Glucose,0.9460685849189758,0.7065342664718628,0.1049517095088958,0.3895098865032196,0.4242315590381622,sap&coder,0,0.75
LOINC:5792-7,Glucose,0.9460685849189758,0.7065342664718628,0.0069087985903024,0.3905472457408905,0.3867210447788238,sap&coder,0,0.75
LOINC:2347-3,Glucose,0.9460685849189758,0.7065342664718628,0.0077952034771442,0.4148816764354706,0.4182947278022766,sap&coder,0,0.75
LOINC:20440-4,Glucose,0.9460685849189758,0.7065342664718628,-0.009464013390243,0.3976649045944214,0.448618084192276,sap&coder,0,0.75
LOINC:26539-7,Glucose,0.9460685849189758,0.7065342664718628,-0.0089907720685005,0.3375719487667084,0.3625444769859314,sap&coder,0,0.75
LOINC:1537-0,Glucose,0.9460685849189758,0.7065342664718628,-0.0168987326323986,0.4053118824958801,0.4687227606773376,sap&coder,0,0.75
LOINC:2342-4,Glucose,0.9460685849189758,0.7065342664718628,0.0218837317079305,0.4579356610774994,0.5097396969795227,sap&coder,0,0.75
ShortName:Glucose,glucose,0.9460685849189758,0.7065342664718628,0.0448759347200393,0.3214401006698608,0.3613731563091278,sap&coder,0,0.75
LOINC:1504-0,Glucose,0.9460685849189758,0.7065342664718628,0.0029367161914706,0.3460983633995056,0.3621377646923065,sap&coder,0,0.75
LOINC:50555-2,Glucose,0.9460685849189758,0.7065342664718628,0.0007799749728292,0.4101004600524902,0.4390949606895447,sap&coder,0,0.75
LOINC:1525-5,Glucose,0.9460685849189758,0.7065342664718628,0.0043090777471661,0.3402667045593261,0.372516930103302,sap&coder,0,0.75
LOINC:20438-8,Glucose,0.9460685849189758,0.7065342664718628,0.0218758434057235,0.4097574353218078,0.484437495470047,sap&coder,0,0.75
LOINC:1530-5,Glucose,0.9460685849189758,0.7065342664718628,0.0028751331847161,0.440988540649414,0.4550775587558746,sap&coder,0,0.75
LOINC:1549-5,Glucose,0.9460685849189758,0.7065342664718628,-0.0051433970220386,0.3246713578701019,0.319989949464798,sap&coder,0,0.75
LOINC:2350-7,Glucose,0.9460685849189758,0.7065342664718628,0.0325203761458396,0.397427499294281,0.4373091757297516,sap&coder,0,0.75
LOINC:12610-2,Glucose,0.9460685849189758,0.7065342664718628,0.0044363155029714,0.3908316791057586,0.4205236434936523,sap&coder,0,0.75
LOINC:1501-6,Glucose,0.9460685849189758,0.7065342664718628,0.0109086614102125,0.454074889421463,0.4766641855239868,sap&coder,0,0.75
LOINC:25663-6,Glucose,0.9460685849189758,0.7065342664718628,-0.0089902589097619,0.3532874584197998,0.3388651609420776,sap&coder,0,0.75
LOINC:1558-6,Glucose,0.9460685849189758,0.7065342664718628,0.0642361119389534,0.3793739676475525,0.3953870832920074,sap&coder,0,0.75
LOINC:1503-2,Glucose,0.9460685849189758,0.7065342664718628,-0.0226845331490039,0.4257238507270813,0.4696303606033325,sap&coder,0,0.75
RXNORM:222163,DIABETISOURCE,0.94375878572464,0.7532364130020142,0.0239933989942073,0.3217224776744842,0.2898929119110107,sap&coder,0,0.0
PheCode:250.15,diabetes type 1 with peripheral circulatory disorders,0.941944658756256,0.7217920422554016,0.5720145106315613,0.7773229479789734,0.8536801934242249,sap&coder&svd&old&new,0,1.0
LOINC:20448-7,Insulin,0.9419023394584656,0.6900047063827515,0.0126317059621214,0.2357835173606872,0.257318913936615,sap,0,0.9
LOINC:3695-4,Insulin,0.9419023394584656,0.6900047063827515,0.0438829287886619,0.2938596606254577,0.2927960455417633,sap,0,0.9
LOINC:LP14676-8,Insulin,0.9419023394584656,0.6900047063827515,0.1232582703232765,0.2839303314685821,0.3034506738185882,sap,0,0.9
LOINC:30363-6,Insulin,0.9419023394584656,0.6900047063827515,-0.0078754024580121,0.2827230393886566,0.3121503293514251,sap,0,0.9
PheCode:250.2,type 2 diabetes,0.9408347606658936,0.861060619354248,0.4271799325942993,0.8074667453765869,0.8111616373062134,sap&coder&svd&old&new,0,0.0
LOCAL|LAB:INSULIN COVERAGE GLUCOSE,insulin coverage glucose,0.9397903084754944,0.7360844016075134,0.033106118440628,0.2963959872722626,0.317155659198761,sap&coder,0,0.85
PheCode:251.1,hypoglycemia,0.9389038681983948,0.7237547636032104,0.3362369239330292,0.6219114065170288,0.6217787265777588,sap&coder&svd&old&new,0,0.75
PheCode:250.13,type 1 diabetes with ophthalmic manifestations,0.938558042049408,0.7290195822715759,0.6931960582733154,0.8495666980743408,0.8937822580337524,sap&coder&svd&old&new,0,1.0
Other lab:1000139983,Glucose Intracellular,0.9379525780677797,0.6709147691726685,0.0077206343412399,0.2293779104948043,0.2994385361671448,sap,0,0.2
PheCode:253.3,diabetes insipidus,0.9370139837265016,0.753402054309845,0.0188938062638044,0.468303233385086,0.4856493473052978,sap&coder,0,0.0
Other lab:pack188,Urinary Glucose,0.9360122680664062,0.6651445627212524,0.0290306154638528,0.3838779628276825,0.3637864291667938,sap,0,0.75
Other lab:800040215,Urinary Glucose,0.9360122680664062,0.6651445627212524,0.0083680162206292,0.3376157283782959,0.3879437148571014,sap,0,0.75
Other lab:1200117983,Urinary Glucose,0.9360122680664062,0.6651445627212524,0.0233528893440961,0.3430332541465759,0.3732652068138122,sap,0,0.75
PheCode:250.11,type 1 diabetes with ketoacidosis,0.9341323971748352,0.7741572260856628,0.6780866384506226,0.8514999151229858,0.8952527046203613,sap&coder&svd&old&new,0,1.0
RXNORM:5856,Insulin soluble,0.933801293373108,0.6917068362236023,0.2581168711185455,0.4711884558200836,0.3970013558864593,sap&svd,0,0.75
RXNORM:1670007,insulin degludec,0.9326633214950562,0.6781985759735107,0.1206239238381385,0.4954970180988312,0.6756080389022827,sap&new,0,0.75
RXNORM:222699,GLUCOSE CONTROL,0.9326263666152954,0.7378848195075989,0.1031589061021804,0.4771326780319214,0.4002581238746643,sap&coder,0,0.75
ShortName:Glucose - Fasting,fasting glucose,0.932231307029724,0.6995548605918884,-0.0007625808939337,0.29843869805336,0.318262904882431,sap&coder,0,0.75
Other lab:1000081517,date 1,0.9313366413116456,0.7102513909339905,0.0052955741994082,0.2807487547397613,0.2625603377819061,sap&coder,0,0.0
PheCode:250.4,abnormal glucose,0.9303537011146544,0.7529324293136597,0.1200833544135093,0.6440105438232422,0.7202450037002563,sap&coder&old&new,0,0.75
LOINC:LP38697-6,Insulin Ab,0.9301860332489014,0.6760381460189819,0.1959353387355804,0.3065333664417267,0.2945143580436706,sap&svd,0,0.9
LOINC:60463-7,Insulin Ab,0.9301860332489014,0.6760381460189819,0.1442424356937408,0.2478259205818176,0.2714213728904724,sap&svd,0,0.9
LOINC:5232-4,Insulin Ab,0.9301860332489014,0.6760381460189819,0.0988714024424552,0.2883139550685882,0.2668303549289703,sap,0,0.9
ShortName:Insulin Ab,insulin antibody,0.9299999475479126,0.6683435440063477,0.0622738860547542,0.4029571712017059,0.3230452537536621,sap,0,0.75
RXNORM:27712,invert sugar,0.9295762181282043,0.6504030823707581,0.0250822566449642,0.3839669823646545,0.353769987821579,sap,0,0.0
Other lab:1000086888,Calculated Average Glucose,0.9292009472846984,0.7216137647628784,0.032057411968708,0.3440002202987671,0.4351657927036285,sap&coder,0,0.75
RXNORM:222676,GLUCERNA,0.9291532635688782,0.6778344511985779,0.0630465075373649,0.3538172245025635,0.3574392199516296,sap,0,0.0
Other lab:1200042424,Diurnal Urine Glucose,0.9289706945419312,0.7008232474327087,0.0053305905312299,0.3456126153469085,0.3809186518192291,sap&coder,0,0.75
RXNORM:216544,glucose / potassium chloride,0.9289087057113647,0.5899790525436401,0.006727713625878,0.4572274386882782,0.3983615338802337,sap,0,0.2
RXNORM:153671,GLUCOSE TEST,0.9285370111465454,0.7277857065200806,0.138703316450119,0.5182909369468689,0.363006055355072,sap&coder,0,0.75
PheCode:250.7,diabetic retinopathy,0.9274755120277404,0.7162307500839233,0.4708647727966308,0.789874255657196,0.8092748522758484,sap&coder&svd&old&new,0,0.9
RXNORM:751128,GLUCOSE SENSOR,0.9269634485244752,0.6757339835166931,0.1145733073353767,0.4455997943878174,0.3156676888465881,sap,0,0.75
RXNORM:86009,insulin lispro,0.925575077533722,0.5802913904190063,0.1200233623385429,0.4248347878456116,0.6102122068405151,sap&new,0,0.75
LOINC:LP29075-6,Insulin Free,0.9248459935188292,0.6652591228485107,0.0265825763344764,0.2990288436412811,0.3327634930610657,sap,0,0.75
LOINC:6901-3,Insulin Free,0.9248459935188292,0.6652591228485107,0.0265825763344764,0.2733993232250213,0.315584123134613,sap,0,0.75
Other lab:1000003107,Glucose Peripheral Blood,0.924774706363678,0.6835469603538513,0.0508838109672069,0.347134917974472,0.4035446047782898,sap,0,0.75
