0,name,desc,sap_cos,sap_LP_cos,coder_cos,coder_LP_cos,svd_cos,old_cos,old_LP_cos,new_cos,new_LP_cos,selected_by,gpt4
0,PheCode:714.1,rheumatoid arthritis,1.0000001192092896,0.9999998211860657,0.9999999403953552,1.0,1.0000003576278687,1.0000003576278687,1.0000001192092896,1.0000003576278687,0.9999983906745911,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
0,LOCAL|LAB:RA TITER,rheumatoid arthritis titer,0.9870147109031677,0.9870151281356812,0.85724276304245,0.8572425842285156,0.08841041475534439,0.38524380326271057,0.3968985676765442,0.33086538314819336,0.2165292501449585,sap&sap_LP&coder&coder_LP,1.0
0,PheCode:714.2,juvenile rheumatoid arthritis,0.9842854142189026,0.9842856526374817,0.8122052550315857,0.8122056126594543,0.3124559223651886,0.8326616883277893,0.8301312327384949,0.8463270664215088,0.790907084941864,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
0,ShortName:RF,rheumatoid factor,0.9743684530258179,0.9743689298629761,0.8724446892738342,0.8724448084831238,0.11514002829790115,0.29928916692733765,0.34320327639579773,0.2926611006259918,0.14524801075458527,sap&sap_LP&coder&coder_LP,1.0
0,LOCAL|LAB:RHEUMATOID FACTOR,rheumatoid factor,0.9743684530258179,0.9743689298629761,0.8724446892738342,0.8724448084831238,0.0009259744547307491,0.36164194345474243,0.3542577922344208,0.2851424217224121,0.2119734287261963,sap&sap_LP&coder&coder_LP,1.0
0,LOINC:LP16738-4,Rheumatoid factor,0.9743684530258179,0.9743689298629761,0.8724446892738342,0.8724448084831238,0.17976880073547363,0.38616517186164856,0.36083874106407166,0.33905717730522156,0.23688505589962006,sap&sap_LP&coder&coder_LP&svd,1.0
0,CCS:149,arthroscopy,0.9621907472610474,0.9621909856796265,0.6719644069671631,0.6719644069671631,0.07675522565841675,0.4068911075592041,0.40908360481262207,0.4731799364089966,0.38196131587028503,sap&sap_LP,0.5
0,PheCode:716.9,arthropathy nos,0.9596567153930664,0.9596569538116455,0.7847937941551208,0.7847937345504761,0.2616460621356964,0.6771796941757202,0.6734433174133301,0.6834132671356201,0.651652455329895,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.5
0,LOINC:LP14541-4,Rh,0.9595326781272888,0.9595332741737366,0.6813828349113464,0.6813827753067017,0.008358454331755638,0.28224891424179077,0.29134106636047363,0.20737144351005554,0.12560926377773285,sap&sap_LP,0.0
0,LOINC:LP31537-1,Rheumatoid factor IgG,0.9588772654533386,0.9588781595230103,0.7193132042884827,0.7193132042884827,0.10879036039113998,0.32438135147094727,0.3548627495765686,0.28471890091896057,0.1313549131155014,sap&sap_LP,1.0
0,LOCAL|LAB:BODY FLUID RF,body fluid rheumatoid factor,0.9579219818115234,0.9579225778579712,0.7670742869377136,0.7670745849609375,-0.029837513342499733,0.276072233915329,0.24743719398975372,0.2521187365055084,0.13342753052711487,sap&sap_LP&coder&coder_LP,1.0
0,RXNORM:1191,aspirin,0.9578489661216736,0.9578491449356079,0.646606981754303,0.6466070413589478,0.009875435382127762,0.454114705324173,0.44828251004219055,0.35854238271713257,0.29449689388275146,sap&sap_LP,0.25
0,PheCode:726.2,synoviopathy,0.9568803310394287,0.9568803906440735,0.7653053998947144,0.7653056383132935,0.12211457639932632,0.45040908455848694,0.4430624544620514,0.5121564865112305,0.46599075198173523,sap&sap_LP&coder&coder_LP,0.75
0,CCS:155,arthrocentesis,0.9564312100410461,0.9564322829246521,0.7327397465705872,0.7327398061752319,0.2899092137813568,0.4885445833206177,0.46851566433906555,0.4847669303417206,0.40003320574760437,sap&sap_LP&svd,0.75
0,LOINC:LP39544-9,Reagin Ab,0.9558383226394653,0.9558387994766235,0.7622463703155518,0.762246310710907,-0.014343439601361752,0.23442865908145905,0.2575795352458954,0.272774338722229,0.2754526436328888,sap&sap_LP&coder&coder_LP,0.1
0,RXNORM:121191,rituximab,0.954836905002594,0.9548370838165283,0.7153875231742859,0.715387761592865,0.054187655448913574,0.3756726384162903,0.3755304217338562,0.3024699091911316,0.20830701291561127,sap&sap_LP,0.75
0,PheCode:394.4,acute rheumatic heart disease,0.9529419541358948,0.9529427289962769,0.7740970849990845,0.7740970849990845,0.03162718191742897,0.47660350799560547,0.4693416357040405,0.4047200083732605,0.39695507287979126,sap&sap_LP&coder&coder_LP,0.1
0,Other lab:pack52,Immunoglobulin A,0.9526075720787048,0.9526082277297974,0.6994219422340393,0.6994221806526184,0.019170494750142097,0.2995219826698303,0.30139219760894775,0.29663392901420593,0.16679292917251587,sap&sap_LP,0.2
0,LOINC:LP17677-3,Dacrocytes,0.9524756669998169,0.9524758458137512,0.6706109046936035,0.6706108450889587,0.015764186158776283,0.3013320565223694,0.3188803791999817,0.2301812618970871,0.17267128825187683,sap&sap_LP,0.0
0,LOCAL|LAB:SYNOVIAL MACROPHAGES,synovial macrophages,0.9519495368003845,0.9519494771957397,0.715054988861084,0.7150547504425049,0.01317508239299059,0.29616332054138184,0.29925453662872314,0.24159996211528778,0.14771173894405365,sap&sap_LP,0.75
0,PheCode:741.4,joint effusions,0.9511374235153198,0.9511380791664124,0.7602141499519348,0.7602139115333557,0.20526136457920074,0.5647680759429932,0.5528691411018372,0.5895670652389526,0.5728659629821777,sap&sap_LP&coder&coder_LP&svd&old&new&new_LP,0.75
0,LOINC:LP39554-8,Reticulin Ab,0.9510834813117981,0.9510841369628906,0.7422876358032227,0.7422876358032227,0.038192301988601685,0.17893077433109283,0.16814611852169037,0.18549351394176483,0.11395329982042313,sap&sap_LP,0.5
0,LOCAL|LAB:RF TITER,rheumatoid factor titer,0.9508228898048401,0.9508234858512878,0.830114483833313,0.8301146626472473,0.02906283177435398,0.3606981635093689,0.35886234045028687,0.3018728792667389,0.208471417427063,sap&sap_LP&coder&coder_LP,1.0
0,RXNORM:168,acetic acid,0.9506866335868835,0.9506871104240417,0.580768346786499,0.5807685852050781,0.021930038928985596,0.3135344982147217,0.2952759563922882,0.25271162390708923,0.18156060576438904,sap&sap_LP,0.0
0,PheCode:411.4,coronary atherosclerosis,0.9503713846206665,0.9503720998764038,0.6946355700492859,0.6946355700492859,0.028579212725162506,0.38746878504753113,0.37002235651016235,0.3834575116634369,0.33889198303222656,sap&sap_LP,0.1
0,PheCode:716.8,palindromic rheumatism,0.9503520131111145,0.9503521919250488,0.8235734105110168,0.8235733509063721,0.2909065783023834,0.762545645236969,0.7574138641357422,0.765044629573822,0.7035107016563416,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.75
0,PheCode:440,atherosclerosis,0.9502675533294678,0.9502682089805603,0.7144023776054382,0.7144022583961487,0.033448584377765656,0.3766435980796814,0.36736947298049927,0.38066408038139343,0.3842792510986328,sap&sap_LP,0.2
0,LOINC:LP39555-5,Reticulin IgA,0.9498313069343567,0.9498312473297119,0.7403445839881897,0.7403446435928345,-0.004994512069970369,0.22423812747001648,0.22944386303424835,0.2205553501844406,0.09940411895513535,sap&sap_LP,0.1
0,PheCode:742.8,articular cartilage disorder,0.9496645927429199,0.9496657252311707,0.7640605568885803,0.7640607357025146,0.08248335123062134,0.525236189365387,0.5204131007194519,0.5652307868003845,0.5476844310760498,sap&sap_LP&coder&coder_LP&new&new_LP,0.5
0,RXNORM:1301740,INTERDRY AG,0.949575662612915,0.9495763778686523,0.6714504957199097,0.6714504957199097,-0.026967907324433327,0.2142750769853592,0.18602435290813446,0.197870671749115,0.1237495169043541,sap&sap_LP,0.0
0,LOINC:LP15416-8,Arginine,0.9493972063064575,0.9493976831436157,0.6564107537269592,0.6564109325408936,0.010308433324098587,0.2032371312379837,0.21206387877464294,0.16431742906570435,0.11802593618631363,sap&sap_LP,0.1
0,RXNORM:1091,arginine,0.9493972063064575,0.9493976831436157,0.6564107537269592,0.6564109325408936,-0.008348863571882248,0.295361191034317,0.2884143888950348,0.22384428977966309,0.15612247586250305,sap&sap_LP,0.0
0,LOCAL|LAB:RATE,rate,0.9493488073348999,0.9493498206138611,0.7289780974388123,0.7289782762527466,-0.0036496103275567293,0.30878978967666626,0.2520347535610199,0.2984122931957245,0.22085250914096832,sap&sap_LP,0.0
0,PheCode:414.2,ascvd,0.9492995142936707,0.9492997527122498,0.6841420531272888,0.6841421723365784,0.05025167390704155,0.38815587759017944,0.3621164560317993,0.3810062110424042,0.32837045192718506,sap&sap_LP,0.0
0,RXNORM:711274,RESOURCE,0.9492653012275696,0.9492660164833069,0.6878939270973206,0.6878938674926758,0.007446709554642439,0.22373753786087036,0.19915956258773804,0.24531565606594086,0.13367901742458344,sap&sap_LP,0.0
0,RXNORM:1091836,roflumilast,0.9490994215011597,0.9490999579429626,0.5849204659461975,0.5849207639694214,0.016264868900179863,0.3699483573436737,0.3772220015525818,0.31715095043182373,0.23406882584095,sap&sap_LP,0.0
0,LOCAL|LAB:AAM29,aam29,0.9489796161651611,0.9489803910255432,0.6287463307380676,0.628745973110199,0.01004638522863388,0.1692337840795517,0.15178485214710236,0.18085017800331116,0.09836181998252869,sap&sap_LP,0.0
0,RXNORM:711445,SYRINGE,0.9488731622695923,0.9488734006881714,0.6117613911628723,0.6117615103721619,0.021975519135594368,0.2659550607204437,0.25019872188568115,0.26876261830329895,0.12703567743301392,sap&sap_LP,0.1
0,RXNORM:16688,acecarbromal,0.9487990140914917,0.9487996101379395,0.6109933257102966,0.6109936237335205,0.02444932796061039,0.2936956286430359,0.30666112899780273,0.2628895044326782,0.1685343086719513,sap&sap_LP,0.0
