0,name,desc,sap_cos,coder_cos,svd_cos,old_cos,new1_cos,new2_cos,selected_by,GPT3.5_TRUE,GPT3.5_FALSE,COMMON,gpt3.5,gpt4
0,CCS:149,arthroscopy,0.9621908664703369,0.6719645261764526,0.05721160024404526,0.4290724992752075,0.37915652990341187,0.40743541717529297,sap,False,False,False,0,0.5
0,CCS:154,arthroplasty other than hip or knee,0.8895289897918701,0.6744257807731628,0.12607920169830322,0.43645021319389343,0.38356631994247437,0.4140174388885498,svd,False,False,False,0,0.5
0,CCS:155,arthrocentesis,0.9564322829246521,0.7327398657798767,0.12178397178649902,0.4846571087837219,0.44370037317276,0.4702257513999939,sap&svd,False,True,False,0,0.75
0,CCS:156,"injections and aspirations of muscles, tendons, bursa, joints and soft tissue",0.5209062695503235,0.657512366771698,0.1169353649020195,0.4073261320590973,0.37910890579223633,0.4162798225879669,svd,False,False,False,0,0.75
0,CCS:162,other or therapeutic procedures on joints,0.9094361662864685,0.6626551151275635,0.12124388664960861,0.43128105998039246,0.3756429851055145,0.4004034399986267,svd,False,False,False,0,0.75
0,CCS:163,other non-or therapeutic procedures on musculoskeletal system,0.841886579990387,0.6050171852111816,0.0846053957939148,0.38322311639785767,0.25400659441947937,0.2611176371574402,svd,False,False,False,0,0.75
0,CCS:170,excision of skin lesion,0.8575056791305542,0.6090967059135437,0.10851780325174332,0.3921261727809906,0.3444150686264038,0.340318888425827,svd,False,False,False,0,0.1
0,CCS:211,therapeutic radiology,0.9443787336349487,0.75328129529953,-0.012339119799435139,0.5118415951728821,0.4744187891483307,0.471288800239563,coder,False,False,False,0,0.3
0,LOINC:11039-5,C reactive protein,0.9371500015258789,0.7718615531921387,0.07570178806781769,0.34847891330718994,0.3867707848548889,0.3787020742893219,coder,False,False,False,0,0.75
0,LOINC:13634-1,Rheumatoid factor,0.9743689894676208,0.8724453449249268,0.0370061993598938,0.31301170587539673,0.3449722230434418,0.33731186389923096,sap&coder,False,False,False,0,0.75
0,LOINC:13930-3,Rheumatoid factor,0.9743689894676208,0.8724453449249268,0.06108184531331062,0.27364596724510193,0.3394094705581665,0.33364948630332947,sap&coder,False,False,False,0,1.0
0,LOINC:14836-1,Methotrexate,0.9262406229972839,0.5243459939956665,-0.01116688922047615,0.5534301996231079,0.5660738945007324,0.6138770580291748,new1&new2,False,False,False,0,0.75
0,LOINC:14978-1,cycloSPORINE,0.919620931148529,0.6222223043441772,-0.007067172322422266,0.5528867244720459,0.6314363479614258,0.6317601203918457,new1&new2,False,False,False,0,0.5
0,LOINC:15204-1,Rheumatoid factor,0.9743689894676208,0.8724453449249268,0.06107262149453163,0.30676549673080444,0.3736148178577423,0.3671586811542511,sap&coder,False,False,False,0,0.9
0,LOINC:15205-8,Rheumatoid factor,0.9743689894676208,0.8724453449249268,0.041311103850603104,0.33419618010520935,0.3859202265739441,0.3863219618797302,sap&coder,False,False,False,0,0.75
0,LOINC:17521-6,Reticulin Ab,0.9510842561721802,0.7422875761985779,0.011953761801123619,0.20002895593643188,0.23880355060100555,0.23636141419410706,sap,False,False,False,0,0.2
0,LOINC:20507-0,Reagin Ab,0.9558388590812683,0.762246310710907,-0.03805263340473175,0.17879222333431244,0.24976439774036407,0.24531373381614685,sap&coder,False,False,False,0,0.1
0,LOINC:20508-8,Reagin Ab,0.9558388590812683,0.762246310710907,-0.03339964151382446,0.1818264126777649,0.24881500005722046,0.2435026615858078,sap&coder,False,False,False,0,0.75
0,LOINC:20637-5,Arginine,0.949397623538971,0.6564109325408936,-0.061955809593200684,0.3845674991607666,0.33578285574913025,0.34348005056381226,sap,False,False,False,0,0.1
0,LOINC:26707-0,Aluminum,0.9462891221046448,0.5826003551483154,-0.017263757064938545,0.18489167094230652,0.21953393518924713,0.21471816301345825,sap,False,False,False,0,0.0
